Ep,Ep_r,epsilon
0,-416.126713,1.0
1,-485.598564,1.0
2,-287.036845,1.0
3,-321.974287,1.0
4,-460.646557,1.0
5,-158.830404,1.0
6,-204.241843,1.0
7,-130.771514,1.0
8,-360.500983,1.0
9,-169.935808,1.0
10,-124.560675,1.0
11,-226.430805,1.0
12,-126.236701,1.0
13,-383.675871,1.0
14,-124.494573,1.0
15,-358.775413,1.0
16,-360.998441,1.0
17,-172.370768,1.0
18,-117.800478,1.0
19,-364.161138,1.0
20,-364.780632,1.0
21,-179.547906,1.0
22,-145.436773,1.0
23,-144.399131,1.0
24,-341.843614,1.0
25,-358.386721,1.0
26,-355.783059,1.0
27,-245.63072,1.0
28,-142.981372,1.0
29,-589.651786,1.0
30,-113.558473,1.0
31,-395.947667,1.0
32,-206.487581,1.0
33,-142.213463,1.0
34,-175.887134,1.0
35,-454.830736,1.0
36,-444.827391,1.0
37,-163.633684,1.0
38,-223.059625,1.0
39,-131.181697,1.0
40,-145.902396,1.0
41,-293.076144,1.0
42,-162.139443,1.0
43,-154.685823,1.0
44,-226.254936,1.0
45,-142.004144,1.0
46,-340.080755,1.0
47,-309.592062,1.0
48,-307.231131,1.0
49,-280.207913,1.0
50,-557.169356,1.0
51,-111.554009,1.0
52,-187.504891,1.0
53,-326.106934,1.0
54,-185.616488,1.0
55,-146.353139,1.0
56,-222.968257,1.0
57,-146.786032,1.0
58,-389.499319,1.0
59,-195.656861,1.0
60,-134.532823,1.0
61,-389.34149,1.0
62,-408.423322,1.0
63,-258.924104,1.0
64,-257.930334,1.0
65,-127.964111,1.0
66,-140.680313,1.0
67,-217.905509,1.0
68,-145.840095,1.0
69,-310.814395,1.0
70,-198.268225,1.0
71,-258.745907,1.0
72,-170.86784,1.0
73,-349.611565,1.0
74,-200.178162,1.0
75,-354.444711,1.0
76,-360.755841,1.0
77,-194.8813,1.0
78,-210.269814,1.0
79,-123.850476,1.0
80,-254.509631,1.0
81,-371.424351,1.0
82,-150.463053,1.0
83,-216.607614,1.0
84,-210.646003,1.0
85,-149.574017,1.0
86,-234.097121,1.0
87,-265.776626,1.0
88,-163.054591,1.0
89,-185.23995,1.0
90,-177.667859,1.0
91,-146.445665,1.0
92,-230.667983,1.0
93,-422.836903,1.0
94,-342.512475,1.0
95,-400.12097,1.0
96,-229.535533,1.0
97,-200.250322,1.0
98,-220.608596,1.0
99,-134.945834,1.0
100,-180.914283,1.0
101,-174.256219,1.0
102,-469.976977,1.0
103,-353.969217,1.0
104,-153.285304,1.0
105,-174.823702,1.0
106,-180.179881,1.0
107,-131.001129,1.0
108,-310.689573,1.0
109,-93.238484,1.0
110,-104.880358,1.0
111,-135.021228,1.0
112,-198.81664,1.0
113,-341.688242,1.0
114,-176.05269,1.0
115,-400.920884,1.0
116,-206.852349,1.0
117,-60.111992,1.0
118,-129.049753,1.0
119,-218.508568,1.0
120,-302.580207,1.0
121,-345.182606,1.0
122,-129.203611,1.0
123,-251.990828,1.0
124,-304.693169,1.0
125,-111.330253,1.0
126,-61.599327,1.0
127,-247.313865,1.0
128,-165.695374,1.0
129,-205.619821,1.0
130,-133.160825,0.994164
131,-154.783142,0.988363
