Ep,Ep_r,epsilon
0,-245.40361,1.0
1,-162.413403,1.0
2,-191.870821,1.0
3,-170.426345,1.0
4,-171.529752,1.0
5,-385.300248,1.0
6,-131.736023,1.0
7,-328.94679,1.0
8,-142.761512,1.0
9,-314.071875,1.0
10,-423.167938,1.0
11,-122.453081,1.0
12,-237.682489,1.0
13,-200.68965,1.0
14,-423.923421,1.0
15,-432.92711,1.0
16,-198.024298,1.0
17,-410.971641,1.0
18,-127.983959,1.0
19,-150.42635,1.0
20,-158.862194,1.0
21,-382.300847,1.0
22,-178.461791,1.0
23,-173.360073,1.0
24,-167.628509,1.0
25,-158.042957,1.0
26,-346.592168,1.0
27,-160.996898,1.0
28,-337.150006,1.0
29,-113.751383,1.0
30,-314.3484,1.0
31,-137.387516,1.0
32,-426.225714,1.0
33,-149.535913,1.0
34,-206.080719,1.0
35,-571.392687,1.0
36,-187.716283,1.0
37,-486.195394,1.0
38,-133.097512,1.0
39,-467.527808,1.0
40,-311.353604,1.0
41,-289.091184,1.0
42,-342.298969,1.0
43,-274.937549,1.0
44,-194.222936,1.0
45,-159.691676,1.0
46,-404.772732,1.0
47,-178.208444,1.0
48,-41.888507,1.0
49,-130.241684,1.0
50,-283.898302,1.0
51,-379.461784,1.0
52,-424.453815,1.0
53,-144.01123,1.0
54,-158.141408,1.0
55,-246.489725,1.0
56,-276.026656,1.0
57,-333.48086,1.0
58,-171.165162,1.0
59,-546.278093,1.0
60,-258.986165,1.0
61,-177.603066,1.0
62,-138.713077,1.0
63,-235.193616,1.0
64,-120.006441,1.0
65,-150.8793,1.0
66,-107.876012,1.0
67,-318.495716,1.0
68,-186.556993,1.0
69,-154.564224,1.0
70,-369.588371,1.0
71,-209.906764,1.0
72,-306.797806,1.0
73,-397.708189,1.0
74,-121.569256,1.0
75,-446.550058,1.0
76,-276.48787,1.0
77,-388.34736,1.0
78,-187.715706,1.0
79,-133.438826,1.0
80,-112.661793,1.0
81,-199.759419,1.0
82,-279.690021,1.0
83,-445.699048,1.0
84,-241.436576,1.0
85,-314.915452,1.0
86,-30.527613,1.0
87,-413.994142,1.0
88,-274.403907,1.0
89,-318.549282,1.0
90,-388.928922,1.0
91,-140.787828,1.0
92,-169.436633,1.0
93,-376.395772,1.0
94,-418.85941,1.0
95,-203.190951,1.0
96,-172.981244,1.0
97,-177.299139,1.0
98,-181.594242,1.0
99,-139.262537,1.0
100,-134.941143,1.0
101,-489.787884,1.0
102,-154.462856,1.0
103,-122.780439,1.0
104,-178.080238,1.0
105,-160.208525,1.0
106,-175.455919,1.0
107,-157.797383,1.0
108,-181.778346,1.0
109,-167.217342,1.0
110,-206.600715,1.0
111,-113.081516,1.0
112,-213.111875,1.0
113,-231.44149,1.0
114,-216.042812,1.0
115,-192.263829,1.0
116,-130.275736,1.0
117,-153.472615,1.0
118,-235.222897,1.0
119,-64.02192,1.0
120,-176.334524,1.0
121,-327.857783,1.0
122,-525.384136,1.0
123,-359.489711,1.0
124,-197.070349,1.0
125,-167.48571,1.0
126,-204.459221,1.0
127,-297.740328,1.0
128,-275.980537,1.0
129,-171.373529,1.0
130,-242.127904,1.0
131,-77.834672,0.994164
132,-175.002271,0.988363
133,-140.380288,0.982595
134,-130.439385,0.976862
135,-236.904701,0.971161
136,-222.891146,0.965495
137,-140.753772,0.959861
138,-436.394308,0.954261
139,-267.9383,0.948694
140,-146.981994,0.943159
141,-229.176353,0.937656
142,-164.570595,0.932186
143,-196.556405,0.926748
144,-117.364732,0.921342
145,-439.958411,0.915968
146,-133.448329,0.910625
147,-160.91412,0.905313
148,-341.860585,0.900033
149,-191.490822,0.894783
150,-204.050001,0.889565
151,-179.202725,0.884377
152,-113.223905,0.879219
153,-206.103806,0.874092
154,-63.848352,0.868994
155,-149.358513,0.863927
156,-242.491795,0.858889
157,-173.701952,0.853881
158,-132.220178,0.848902
159,-122.691497,0.843953
160,-130.588338,0.839032
161,-151.318242,0.834141
162,-119.244211,0.829278
163,-104.68113,0.824443
164,-157.538592,0.819637
165,-149.92254,0.814859
166,-290.688018,0.810109
167,-424.323957,0.805387
168,-62.021392,0.800693
169,-268.928854,0.796026
170,-120.968062,0.791387
171,-35.950352,0.786774
172,-126.587671,0.782189
173,-302.725693,0.777631
174,-121.810916,0.773099
175,-92.282418,0.768594
176,-123.001884,0.764116
177,-166.954405,0.759664
