Ep,Ep_r,epsilon
0,-235.758773,0.99
1,-378.246462,0.989409
2,-125.823771,0.988818
3,-64.484357,0.988228
4,-564.865409,0.987638
5,-239.688582,0.987049
6,-292.974377,0.986459
7,-149.191429,0.98587
8,-240.691647,0.985282
9,-358.903913,0.984694
10,-416.589161,0.984106
11,-157.633698,0.983518
12,-164.468647,0.982931
13,-180.319468,0.982345
14,-124.703218,0.981758
15,-148.579204,0.981172
16,-109.64344,0.980586
17,-323.205006,0.980001
18,-142.911865,0.979416
19,-256.46667,0.978831
20,-330.747936,0.978247
21,-171.839635,0.977663
22,-540.100046,0.977079
23,-97.437101,0.976496
24,-200.877311,0.975913
25,-163.839118,0.975331
26,-158.175576,0.974748
27,-384.926937,0.974167
28,-78.354197,0.973585
29,-170.066445,0.973004
30,-153.815206,0.972423
31,-281.800357,0.971842
32,-71.392026,0.971262
33,-170.600946,0.970683
34,-314.37196,0.970103
35,-196.018182,0.969524
36,-316.317012,0.968945
37,-90.465752,0.968367
38,-397.814036,0.967789
39,-315.077331,0.967211
40,-418.023775,0.966634
41,-169.104384,0.966057
42,-277.056918,0.96548
43,-127.873576,0.964903
44,-479.673223,0.964327
45,-129.799225,0.963752
46,-161.00324,0.963176
47,-166.39873,0.962602
48,-156.03824,0.962027
49,-108.78268,0.961453
50,-153.752219,0.960879
51,-185.191061,0.960305
52,-136.912031,0.959732
53,-184.971248,0.959159
54,-474.519887,0.958586
55,-314.010489,0.958014
56,-190.77195,0.957442
57,-453.505365,0.956871
58,-144.714433,0.956299
59,-194.100665,0.955729
60,-238.713758,0.955158
61,-369.119361,0.954588
62,-166.548701,0.954018
63,-143.269765,0.953448
64,-309.854053,0.952879
65,-82.519131,0.95231
66,-186.288446,0.951742
67,-152.342385,0.951174
68,-134.892573,0.950606
69,-141.988466,0.950039
70,-134.818642,0.949471
71,-175.638416,0.948905
72,-162.753458,0.948338
73,-140.467386,0.947772
74,-273.228361,0.947206
75,-150.250787,0.946641
76,-163.289578,0.946076
77,-260.968034,0.945511
78,-113.824553,0.944946
79,-193.429206,0.944382
80,-167.795972,0.943819
81,-403.844063,0.943255
82,-327.136835,0.942692
83,-160.693259,0.942129
84,-135.967882,0.941567
85,-379.375066,0.941005
86,-326.540898,0.940443
87,-315.973833,0.939882
88,-116.019892,0.939321
89,-306.615809,0.93876
90,-122.260595,0.9382
91,-152.226977,0.937639
92,-254.874395,0.93708
93,-162.414861,0.93652
94,-156.369585,0.935961
95,-197.398714,0.935403
96,-201.565003,0.934844
97,-159.465581,0.934286
98,-228.527758,0.933728
99,-187.799934,0.933171
100,-328.468911,0.932614
101,-218.442867,0.932057
102,-163.81578,0.931501
103,-163.628072,0.930945
104,-104.67355,0.930389
105,-186.444503,0.929834
106,-122.568702,0.929279
107,-331.283216,0.928724
108,-352.247133,0.928169
109,-129.534234,0.927615
110,-156.122443,0.927062
111,-139.562,0.926508
112,-323.310728,0.925955
113,-110.187476,0.925402
114,-414.870274,0.92485
115,-167.681287,0.924298
116,-158.136963,0.923746
117,-435.503643,0.923195
118,-190.206637,0.922643
119,-259.651677,0.922093
120,-148.306501,0.921542
121,-221.409738,0.920992
122,-413.344156,0.920442
123,-175.106898,0.919893
124,-192.717089,0.919344
125,-246.531265,0.918795
126,-127.919805,0.918246
127,-281.27823,0.917698
128,-347.797774,0.91715
129,-356.363302,0.916603
