Ep,Ep_r,epsilon
0,-352.873888,1.0
1,-268.270648,1.0
2,-357.004387,1.0
3,-124.076696,1.0
4,-391.002495,1.0
5,-135.291859,1.0
6,-287.319562,1.0
7,-390.414127,1.0
8,-268.421754,1.0
9,-188.755696,1.0
10,-326.348251,1.0
11,-228.091299,1.0
12,-64.067776,1.0
13,-165.634748,1.0
14,-221.091964,1.0
15,-149.825488,1.0
16,-174.218851,1.0
17,-297.247859,1.0
18,-372.628896,1.0
19,-407.432705,1.0
20,-118.342038,1.0
21,-310.542348,1.0
22,-107.486082,1.0
23,-325.22815,1.0
24,-183.77384,1.0
25,-343.254735,1.0
26,-123.467752,1.0
27,-99.261668,1.0
28,-181.989684,1.0
29,-138.213876,1.0
30,-156.444859,1.0
31,-146.088584,1.0
32,-277.61343,1.0
33,-166.768368,1.0
34,-104.191414,1.0
35,-134.904668,1.0
36,-141.64052,1.0
37,-140.34333,1.0
38,-142.568997,1.0
39,-188.760285,1.0
40,-288.714553,1.0
41,-391.342582,1.0
42,-336.525986,1.0
43,-251.201944,1.0
44,-472.251455,1.0
45,-319.959777,1.0
46,-542.378854,1.0
47,-322.14634,1.0
48,-384.569951,1.0
49,-390.663948,1.0
50,-355.918113,1.0
51,-258.75502,1.0
52,-191.117444,1.0
53,-152.32494,1.0
54,-199.729512,1.0
55,-176.872963,1.0
56,-459.969006,1.0
57,-154.793762,1.0
58,-511.80367,1.0
59,-105.171659,1.0
60,-134.695817,1.0
61,-205.725991,1.0
62,-276.563298,1.0
63,-169.781576,1.0
64,-276.781555,1.0
65,-157.313174,1.0
66,-176.856472,1.0
67,-179.966832,1.0
68,-342.659977,1.0
69,-273.464075,1.0
70,-252.003432,1.0
71,-319.851207,1.0
72,-143.27423,1.0
73,-230.000887,1.0
74,-104.901869,1.0
75,-374.39728,1.0
76,-179.555692,1.0
77,-148.503649,1.0
78,-276.603653,1.0
79,-75.743341,1.0
80,-156.227494,1.0
81,-174.741081,1.0
82,-172.892788,1.0
83,-174.87099,1.0
84,-243.258466,1.0
85,-310.076848,1.0
86,-171.021941,1.0
87,-239.481379,1.0
88,-443.859931,1.0
89,-308.176904,1.0
90,-292.438183,1.0
91,-223.198104,1.0
92,-171.425708,1.0
93,-459.466464,1.0
94,-141.903535,1.0
95,-127.950709,1.0
96,-142.099338,1.0
97,-426.867095,1.0
98,-278.199093,1.0
99,-181.607258,1.0
100,-411.230774,1.0
101,-150.406626,1.0
102,-153.517141,1.0
103,-275.155848,1.0
104,-242.437182,1.0
105,-444.825536,1.0
106,-120.547266,1.0
107,-325.820952,1.0
108,-417.379668,1.0
109,-28.550898,1.0
110,-152.322377,1.0
111,-217.226586,1.0
112,-240.388784,1.0
113,-287.75071,1.0
114,-155.241349,1.0
115,-170.523115,1.0
116,-287.972124,1.0
117,-56.018527,1.0
118,-390.235424,1.0
119,-261.877373,1.0
120,-201.647488,1.0
121,-231.837387,1.0
122,-169.256921,1.0
123,-405.629687,1.0
124,-457.308721,1.0
125,-386.048357,1.0
126,-139.069937,1.0
127,-260.644692,1.0
128,-456.268928,1.0
129,-368.232208,1.0
130,-264.995881,0.994164
131,-150.066695,0.988363
132,-261.799142,0.982595
133,-190.746284,0.976862
134,-195.968285,0.971161
135,-232.357372,0.965495
136,-371.773596,0.959861
137,-206.657873,0.954261
138,-146.305901,0.948694
139,-166.492437,0.943159
140,-197.467488,0.937656
141,-166.231467,0.932186
142,-223.169164,0.926748
143,-328.510309,0.921342
