Ep,Ep_r
0,-246.5
1,-143.68
2,-147.92
3,-261.11
4,-435.85
5,-130.96
6,-170.04
7,-377.78
8,-168.25
9,-246.02
10,-356.65
11,-129.38
12,-182.97
13,-112.35
14,-417.89
15,-280.94
16,-133.07
17,-405.78
18,-146.21
19,-112.62
20,-237.4
21,-424.03
22,-145.62
23,-187.52
24,-155.87
25,-54.46
26,-182.67
27,-242.93
28,-43.4
29,-151.54
30,-209.12
31,-77.83
32,-150.15
33,-210.28
34,-205.51
35,-170.94
36,-168.84
37,-158.02
38,-171.24
39,-163.66
40,-215.8
41,-478.61
42,-313.08
43,-141.36
44,-260.96
45,-158.43
46,-118.91
47,-152.63
48,-341.77
49,-130.54
50,-43.79
51,-113.64
52,-161.62
53,-420.29
54,-152.37
55,-403.28
56,-163.88
57,-169.86
58,-136.19
59,-182.78
60,-150.77
61,-164.02
62,-216.57
63,-313.97
64,-123.65
65,-292.2
66,-85.03
67,-204.32
68,-402.62
69,-209.62
70,-185.06
71,-210.39
72,-196.09
73,-247.34
74,-374.9
75,-131.91
76,-162.59
77,-172.7
78,-307.88
79,-300.88
80,-143.56
81,-45.01
82,-142.42
83,-153.3
84,-279.66
85,-214.52
86,-140.27
87,-142.75
88,-125.74
89,-155.2
90,-208.86
91,-224.56
92,-413.03
93,-132.07
94,-31.49
95,-364.94
96,-257.21
97,-326.75
98,-151.47
99,-234.67
100,-126.64
101,-172.3
102,-107.16
103,-38.44
104,-564.47
105,-362.58
106,-243.24
107,-69.21
108,-232.59
109,-127.01
110,-284.97
111,-166.97
112,-334.15
113,-450.88
114,-316.32
115,-137.52
116,-52.76
117,-273.11
118,-71.88
119,-260.07
120,-112.03
121,-224.23
122,-158.07
123,-378.92
124,-225.49
125,-190.51
126,-195.01
127,-383.65
128,-226.71
129,-179.65
130,-10.19
131,-172.21
132,-165.66
133,-172.13
134,-178.41
135,-178.85
136,-142.27
137,-140.96
138,-183.44
139,-147.66
140,-148.1
141,-213.85
142,-185.5
143,-165.17
144,-129.37
145,-123.52
146,-93.88
147,-171.67
148,-191.2
149,-274.18
150,-201.8
151,-164.09
152,-245.42
153,-277.24
154,-106.62
155,-259.36
156,-376.57
157,-283.17
158,-198.02
159,-167.46
160,-189.89
161,-206.58
162,-396.56
163,-306.2
164,-526.03
165,-115.51
166,-147.58
167,-331.27
168,-154.96
169,-161.87
170,-165.81
171,-135.52
172,-69.29
173,-449.78
174,-252.86
175,-139.49
176,-473.51
177,-353.31
178,-210.02
179,-202.81
180,-194.27
181,-129.87
182,-199.92
183,-70.63
184,-330.1
185,-382.82
186,-151.69
187,-128.38
188,-345.39
189,-160.49
190,-178.91
191,-522.87
192,-194.31
193,-177.35
194,-201.84
195,-151.01
196,-396.4
197,-200.55
198,-380.58
199,-163.02
200,-145.24
201,-214.06
202,-190.17
203,-157.37
204,-148.59
205,-189.05
206,-182.71
207,-224.33
