Ep,Ep_r,epsilon
0,-311.326111,1.0
1,-168.77098,1.0
2,-108.912724,1.0
3,-472.514627,1.0
4,-292.255304,1.0
5,-178.289073,1.0
6,-210.24694,1.0
7,-153.668891,1.0
8,-296.798266,1.0
9,-221.610941,1.0
10,-146.236344,1.0
11,-216.54287,1.0
12,-324.924084,1.0
13,-178.885079,1.0
14,-180.73073,1.0
15,-189.102806,1.0
16,-218.471084,1.0
17,-387.434485,1.0
18,-271.026361,1.0
19,-282.131991,1.0
20,-95.934275,1.0
21,-301.910195,1.0
22,-126.967681,1.0
23,-458.237057,1.0
24,-151.267778,1.0
25,-188.825812,1.0
26,-182.23815,1.0
27,-280.358565,1.0
28,-205.339476,1.0
29,-355.013866,1.0
30,-248.353518,1.0
31,-127.521122,1.0
32,-203.5345,1.0
33,-174.45825,1.0
34,-205.680931,1.0
35,-145.841864,1.0
36,-458.753823,1.0
37,-190.852638,1.0
38,-122.024923,1.0
39,-157.602352,1.0
40,-296.705429,1.0
41,-153.208523,1.0
42,-201.329596,1.0
43,-223.404603,1.0
44,-365.185029,1.0
45,-179.865328,1.0
46,-178.488485,1.0
47,-180.848635,1.0
48,-197.488961,1.0
49,-191.024415,1.0
50,-190.35012,1.0
51,-147.166378,1.0
52,-100.397955,1.0
53,-160.500217,1.0
54,-225.349375,1.0
55,-379.146756,1.0
56,-180.622111,1.0
57,-170.999916,1.0
58,-153.958732,1.0
59,-228.747426,1.0
60,-155.651929,1.0
61,-199.886839,1.0
62,-153.154273,1.0
63,-259.804418,1.0
64,-127.379154,1.0
65,-328.415096,1.0
66,-351.366603,1.0
67,-139.99656,1.0
68,-251.919,1.0
69,-352.511595,1.0
70,-194.612687,1.0
71,-156.025215,1.0
72,-172.477161,1.0
73,-293.882568,1.0
74,-362.313455,1.0
75,-112.90121,1.0
76,-359.539783,1.0
77,-276.532131,1.0
78,-403.329116,1.0
79,-356.650015,1.0
80,-195.447769,1.0
81,-173.556769,1.0
82,-164.524642,1.0
83,-296.807716,1.0
84,-360.406405,1.0
85,-166.133832,1.0
86,-482.201215,1.0
87,-153.881113,1.0
88,-39.816701,1.0
89,-318.346671,1.0
90,-323.499709,1.0
91,-151.605779,1.0
92,-58.108881,1.0
93,-89.203178,1.0
94,-85.542432,1.0
95,-417.932402,1.0
96,-168.049767,1.0
97,-183.163499,1.0
98,-172.10072,1.0
99,-242.127956,1.0
100,-66.541946,1.0
101,-162.843299,1.0
102,-154.21786,1.0
103,-361.971031,1.0
104,-179.994304,1.0
105,-272.705927,1.0
106,-166.607216,1.0
107,-180.419011,1.0
108,-273.636856,1.0
109,-155.654378,1.0
110,-279.535583,1.0
111,-114.856836,1.0
112,-235.024787,1.0
113,-468.886562,1.0
114,-105.610629,1.0
115,-341.004259,1.0
116,-218.198616,1.0
117,-342.14639,1.0
118,-142.430099,1.0
119,-235.612183,1.0
120,-85.140516,1.0
121,-537.845769,1.0
122,-172.640992,1.0
123,-277.457906,1.0
124,-147.262224,1.0
125,-310.614552,1.0
126,-217.349367,1.0
127,-170.17005,1.0
128,-230.153839,1.0
129,-168.584347,1.0
130,-117.303991,1.0
131,-172.373176,0.990547
132,-306.161637,0.981189
133,-190.397908,0.971923
134,-284.356337,0.96275
135,-275.396597,0.953668
136,-149.262581,0.944676
137,-289.464471,0.935774
138,-285.118656,0.926961
139,-234.74737,0.918235
140,-220.029376,0.909596
141,-253.486139,0.901042
142,-127.424854,0.892574
143,-190.176326,0.884191
144,-504.223797,0.87589
145,-147.525459,0.867673
146,-136.978568,0.859537
147,-143.489313,0.851482
148,-168.414939,0.843507
149,-217.039022,0.835611
150,-75.742616,0.827794
151,-136.232168,0.820055
152,-216.489562,0.812393
153,-152.838823,0.804807
154,-167.764868,0.797296
155,-166.936475,0.789861
156,-125.055669,0.782499
157,-212.034648,0.775211
158,-117.928133,0.767995
159,-181.536997,0.76085
160,-117.37506,0.753777
161,-119.585307,0.746775
162,-175.927964,0.739842
163,-121.952074,0.732978
164,-208.927555,0.726182
165,-194.571589,0.719454
166,-193.847234,0.712793
167,-358.128377,0.706198
168,-210.32868,0.699668
169,-286.030223,0.693204
170,-128.498564,0.686804
171,-96.275996,0.680468
172,-148.833031,0.674194
173,-56.83631,0.667984
174,-81.608037,0.661835
175,-121.047226,0.655747
176,-83.529162,0.649719
177,-187.517966,0.643752
178,-128.760751,0.637844
179,-325.27048,0.631995
180,-155.366097,0.626204
181,-258.009356,0.620471
182,-123.553536,0.614795
183,-74.79545,0.609175
184,-206.793698,0.603611
185,-72.38681,0.598102
186,-177.898184,0.592649
