Ep,Ep_r,epsilon
0,-181.89087,1.0
1,-302.942075,1.0
2,-147.54081,1.0
3,-385.832505,1.0
4,-237.131117,1.0
5,-151.214442,1.0
6,-283.877434,1.0
7,-172.805594,1.0
8,-150.575766,1.0
9,-106.16225,1.0
10,-164.937325,1.0
11,-114.250948,1.0
12,-357.650795,1.0
13,-135.213313,1.0
14,-180.847264,1.0
15,-196.197583,1.0
16,-173.923406,1.0
17,-212.759128,1.0
18,-343.319169,1.0
19,-128.199447,1.0
20,-398.809073,1.0
21,-246.775457,1.0
22,-191.560128,1.0
23,-171.70751,1.0
24,-364.058665,1.0
25,-327.937935,1.0
26,-152.952134,1.0
27,-201.033513,1.0
28,-262.192354,1.0
29,-150.572623,1.0
30,-140.07367,1.0
31,-188.469614,1.0
32,-173.620815,1.0
33,-158.035443,1.0
34,-208.191862,1.0
35,-255.968065,1.0
36,-362.841999,1.0
37,-128.923542,1.0
38,-277.454114,1.0
39,-171.122032,1.0
40,-127.415263,1.0
41,-243.988179,1.0
42,-165.704431,1.0
43,-211.586624,1.0
44,-155.453312,1.0
45,-261.779055,1.0
46,-205.02318,1.0
47,-384.491187,1.0
48,-266.602325,1.0
49,-177.169457,1.0
50,-304.670299,1.0
51,-220.028881,1.0
52,-403.955143,1.0
53,-258.830937,1.0
54,-66.543138,1.0
55,-289.551154,1.0
56,-243.011011,1.0
57,-276.801039,1.0
58,-361.650658,1.0
59,-205.795455,1.0
60,-403.602991,1.0
61,-202.943902,1.0
62,-118.904188,1.0
63,-173.478692,1.0
64,-7.017874,1.0
65,-135.777392,1.0
66,-330.643447,1.0
67,-127.959188,1.0
68,-324.339298,1.0
69,-73.883128,1.0
70,-122.491586,1.0
71,-142.201016,1.0
72,-384.23961,1.0
73,-139.919499,1.0
74,-192.771661,1.0
75,-152.407182,1.0
76,-88.831267,1.0
77,-260.929246,1.0
78,-136.976639,1.0
79,-289.604727,1.0
80,-167.514422,1.0
81,-244.346038,1.0
82,-218.585171,1.0
83,-303.693567,1.0
84,-168.860575,1.0
85,-171.069476,1.0
86,-358.726586,1.0
87,-143.021247,1.0
88,-152.694164,1.0
89,-361.666502,1.0
90,-362.704544,1.0
91,-131.7988,1.0
92,-253.38112,1.0
93,-382.087144,1.0
94,-143.505675,1.0
95,-196.645037,1.0
96,-250.427303,1.0
97,-460.134302,1.0
98,-124.876507,1.0
99,-202.626094,1.0
100,-282.876082,1.0
101,-138.19722,1.0
102,-150.884886,1.0
103,-204.458198,1.0
104,-192.377591,1.0
105,-111.591938,1.0
106,-351.522814,1.0
107,-312.638671,1.0
108,-139.982734,1.0
109,-323.233011,1.0
110,-302.288404,1.0
111,-164.942959,1.0
112,-212.661909,1.0
113,-219.080824,1.0
114,-488.257536,1.0
115,-271.886312,1.0
116,-80.835645,1.0
117,-193.89134,1.0
118,-223.857839,1.0
119,-305.305821,1.0
120,-185.800897,1.0
121,-383.453215,1.0
122,-216.502115,1.0
123,-174.721297,1.0
124,-165.501788,1.0
125,-272.343787,1.0
126,-211.673889,1.0
127,-152.651496,1.0
128,-389.44276,1.0
129,-339.423684,1.0
130,-160.763247,0.994164
131,-194.540294,0.988363
132,-341.308396,0.982595
133,-145.937579,0.976862
134,-195.298107,0.971161
135,-323.266508,0.965495
