Ep,Ep_r,epsilon
0,-419.070171,1.0
1,-130.981874,1.0
2,-469.51596,1.0
3,-300.580991,1.0
4,-470.319838,1.0
5,-155.899857,1.0
6,-213.921527,1.0
7,-156.647836,1.0
8,-361.764933,1.0
9,-224.254816,1.0
10,-275.063457,1.0
11,-137.810832,1.0
12,-134.018751,1.0
13,-233.423025,1.0
14,-152.440993,1.0
15,-336.56823,1.0
16,-476.392766,1.0
17,-161.392002,1.0
18,-240.967323,1.0
19,-122.654857,1.0
20,-139.639979,1.0
21,-282.650579,1.0
22,-134.890552,1.0
23,-160.137928,1.0
24,-168.074285,1.0
25,-140.943898,1.0
26,-153.967364,1.0
27,-190.834839,1.0
28,-378.173745,1.0
29,-275.718134,1.0
30,-476.588011,1.0
31,-279.719117,1.0
32,-343.667035,1.0
33,-125.198744,1.0
34,-445.516604,1.0
35,-280.914296,1.0
36,-138.530819,1.0
37,-129.576106,1.0
38,-195.57813,1.0
39,-137.79032,1.0
40,-576.699013,1.0
41,-164.94254,1.0
42,-356.23348,1.0
43,-252.038737,1.0
44,-143.041851,1.0
45,-169.847183,1.0
46,-145.394913,1.0
47,-337.697666,1.0
48,-161.133309,1.0
49,-109.092848,1.0
50,-369.225949,1.0
51,-143.053586,1.0
52,-147.121998,1.0
53,-160.91875,1.0
54,-169.808089,1.0
55,-505.737103,1.0
56,-293.91465,1.0
57,-264.749863,1.0
58,-143.741738,1.0
59,-138.366272,1.0
60,-130.517984,1.0
61,-122.477069,1.0
62,-476.617759,1.0
63,-178.153799,1.0
64,-140.487844,1.0
65,-288.757592,1.0
66,-279.940327,1.0
67,-668.275514,1.0
68,-151.955996,1.0
69,-134.820013,1.0
70,-407.869537,1.0
71,-302.522191,1.0
72,-166.622656,1.0
73,-464.755337,1.0
74,-390.232707,1.0
75,-181.745215,1.0
76,-95.237675,1.0
77,-291.086787,1.0
78,-122.92974,1.0
79,-314.925164,1.0
80,-440.081905,1.0
81,-115.897798,1.0
82,-299.069005,1.0
83,-312.685131,1.0
84,-159.326105,1.0
85,-292.488457,1.0
86,-134.34328,1.0
87,-346.042912,1.0
88,-539.528358,1.0
89,-498.91106,1.0
90,-331.088952,1.0
91,-250.026332,1.0
92,-195.719698,1.0
93,-375.509987,1.0
94,-290.398099,1.0
95,-274.70175,1.0
96,-316.917755,1.0
97,-272.577996,1.0
98,-399.612356,1.0
99,-172.124658,1.0
100,-437.313503,1.0
101,-133.967638,1.0
102,-181.096101,1.0
103,-235.842197,1.0
104,-144.401224,1.0
105,-110.695553,1.0
106,-244.166875,1.0
107,-120.129296,1.0
108,-153.355874,1.0
109,-348.888207,1.0
110,-345.023304,1.0
111,-164.36309,1.0
112,-180.69604,1.0
113,-249.98239,1.0
114,-335.349437,1.0
115,-144.128775,1.0
116,-167.494168,1.0
117,-182.667409,1.0
118,-289.530144,1.0
119,-166.967241,1.0
120,-107.909967,1.0
121,-237.119396,1.0
122,-153.206567,1.0
123,-18.956109,1.0
124,-188.307047,1.0
125,-125.747933,1.0
126,-252.685903,1.0
127,-325.228666,1.0
128,-296.755823,1.0
129,-146.460241,1.0
130,-142.85007,0.994164
131,-199.05968,0.988363
132,-143.002188,0.982595
133,-146.614526,0.976862
134,-166.567963,0.971161
135,-175.529341,0.965495
136,-29.85754,0.959861
137,-201.520825,0.954261
138,-171.481718,0.948694
139,-83.767097,0.943159
140,-129.946589,0.937656
141,-280.076496,0.932186
142,-161.493047,0.926748
143,-126.16708,0.921342
144,-203.615601,0.915968
145,-196.893847,0.910625
146,-171.025612,0.905313
147,-279.965963,0.900033
148,-359.652829,0.894783
149,-262.56008,0.889565
150,-450.576049,0.884377
151,-402.302694,0.879219
152,-316.689192,0.874092
153,-52.67963,0.868994
154,-483.428979,0.863927
155,-167.945108,0.858889
156,-152.773503,0.853881
157,-138.159294,0.848902
158,-168.84623,0.843953
159,-130.845096,0.839032
160,-424.672227,0.834141
161,-523.859136,0.829278
162,-332.943075,0.824443
163,-555.652837,0.819637
164,-164.262012,0.814859
165,-177.853377,0.810109
166,-408.771471,0.805387
167,-370.208168,0.800693
168,-547.487083,0.796026
169,-375.221567,0.791387
170,-202.646761,0.786774
171,-560.185263,0.782189
172,-409.051957,0.777631
173,-159.740271,0.773099
174,-109.487237,0.768594
175,-322.106075,0.764116
176,-672.083819,0.759664
177,-604.93039,0.755237
178,-382.606102,0.750837
179,-649.588652,0.746463
180,-682.634459,0.742114
181,-459.304971,0.737791
182,-308.404369,0.733493
183,-239.297876,0.72922
184,-189.066151,0.724973
185,-361.109145,0.72075
186,-324.344425,0.716552
187,-376.0445,0.712379
188,-401.670054,0.70823
189,-558.984814,0.704105
190,-312.124212,0.700005
191,-439.718978,0.695929
192,-304.599224,0.691876
193,-408.732895,0.687848
194,-160.293746,0.683843
195,-604.207309,0.679861
196,-511.182434,0.675903
197,-289.088525,0.671968
198,-268.552562,0.668057
199,-351.361048,0.664168
200,-567.128731,0.660302
201,-351.482637,0.656458
202,-336.91599,0.652637
203,-231.974851,0.648839
204,-470.954294,0.645063
205,-261.733122,0.641309
206,-548.678954,0.637577
207,-543.965155,0.633867
208,-588.082002,0.630178
209,-672.295915,0.626512
210,-217.238095,0.622866
211,-587.752442,0.619242
212,-499.32701,0.61564
213,-359.722124,0.612058
214,-34.655596,0.608498
215,-472.017897,0.604958
216,-623.330598,0.60144
217,-331.434941,0.597941
218,-378.947286,0.594464
219,-413.808828,0.591007
220,-531.850977,0.58757
221,-432.372481,0.584153
222,-382.569493,0.580756
223,-297.263587,0.577379
224,-310.722186,0.574022
225,-726.408327,0.570685
226,-499.271631,0.567367
227,-351.351692,0.564069
228,-609.574768,0.56079
229,-378.379633,0.55753
230,-356.841931,0.554289
231,-176.336797,0.551068
232,-506.455514,0.547865
233,-355.072663,0.544681
234,-466.986692,0.541516
235,-631.024714,0.538369
236,-258.827228,0.535241
237,-776.431594,0.532131
238,-297.618663,0.529039
239,-525.721228,0.525966
240,-336.4772,0.52291
241,-364.14758,0.519872
242,-369.504483,0.516853
243,-520.968829,0.513851
244,-525.166467,0.510866
245,-350.401778,0.507899
246,-540.658508,0.50495
247,-539.216053,0.502017
248,-439.391837,0.499102
249,-310.260403,0.496204
250,-211.765707,0.493323
251,-359.399054,0.490459
252,-564.605156,0.487612
253,-575.182255,0.484782
254,-481.469961,0.481968
255,-667.263174,0.47917
256,-416.356699,0.476389
257,-533.472809,0.473624
258,-523.698009,0.470876
259,-273.989731,0.468143
260,-391.250036,0.465427
261,-294.880514,0.462727
262,-235.81303,0.460042
263,-136.094205,0.457373
264,-633.579469,0.45472
265,-462.094206,0.452082
266,-463.23166,0.44946
267,-446.352922,0.446853
268,-83.448396,0.444262
269,-431.958892,0.441686
270,-200.736553,0.439124
271,-118.460653,0.436578
272,-360.109438,0.434047
273,-563.501318,0.431531
274,-514.411946,0.429029
275,-158.747846,0.426542
276,-71.042225,0.42407
277,-286.586103,0.421612
278,-716.544464,0.419168
279,-43.399446,0.416739
280,-635.97498,0.414324
281,-458.541427,0.411923
282,-517.57744,0.409537
283,-427.72069,0.407164
284,-89.227291,0.404805
285,-71.975813,0.402461
286,-288.925835,0.400129
287,-791.71303,0.397812
288,-295.217106,0.395508
289,-403.276092,0.393218
290,-449.958093,0.390941
291,-122.418121,0.388677
292,-26.21836,0.386427
293,-340.727212,0.38419
294,-425.885971,0.381966
295,-463.56057,0.379755
296,-84.363006,0.377557
297,-483.631383,0.375372
298,-700.384661,0.3732
299,-170.915496,0.37104
300,-482.827327,0.368893
301,-512.947873,0.366759
302,-345.628026,0.364637
303,-517.056425,0.362528
304,-388.14491,0.360431
305,-535.479873,0.358346
306,-312.604202,0.356274
307,-139.285101,0.354214
308,-316.57414,0.352165
309,-453.574758,0.350129
310,-357.527605,0.348105
311,-266.236576,0.346093
312,-177.137842,0.344092
313,-110.333559,0.342103
314,-507.723182,0.340126
315,-264.524336,0.338161
316,-75.856996,0.336207
317,-515.070235,0.334264
318,-292.622556,0.332333
319,-268.394177,0.330413
320,-393.349482,0.328505
321,-176.555465,0.326607
322,-266.460266,0.324721
323,-195.161083,0.322846
324,-452.422196,0.320982
325,-289.787374,0.319128
326,-75.264586,0.317286
327,-297.672926,0.315454
328,-405.800861,0.313634
329,-179.561764,0.311823
330,-115.564176,0.310024
331,-113.151262,0.308235
332,-287.423563,0.306456
333,-120.534841,0.304688
334,-89.491066,0.302931
335,-231.302908,0.301183
336,-145.908358,0.299446
337,-56.923579,0.297719
338,-174.369244,0.296002
339,-455.301882,0.294295
340,-128.088652,0.292599
341,-421.601552,0.290912
342,-72.704239,0.289235
343,-355.906587,0.287568
344,-110.663945,0.285911
345,-125.931529,0.284263
346,-61.806929,0.282625
347,-65.695977,0.280997
348,-229.917798,0.279378
349,-109.658464,0.277769
350,-71.16159,0.276169
351,-346.935072,0.274579
352,-95.860934,0.272998
353,-234.781936,0.271426
354,-107.36682,0.269863
355,-59.085362,0.26831
356,-146.66521,0.266765
357,-394.93585,0.26523
358,-371.492548,0.263704
359,-186.473839,0.262187
360,-126.832446,0.260678
361,-113.271325,0.259179
362,-144.868743,0.257688
363,-120.343413,0.256206
364,-194.080011,0.254732
365,-139.282874,0.253268
366,-124.761716,0.251812
367,-179.956583,0.250364
368,-72.793604,0.248925
369,-30.363289,0.247494
370,-72.218867,0.246072
371,-143.085783,0.244658
372,-269.592026,0.243252
373,-100.621448,0.241855
374,-67.034729,0.240466
375,-249.013149,0.239085
376,-80.049454,0.237712
377,-280.709489,0.236347
378,-99.904429,0.23499
379,-207.021749,0.233641
380,-184.395014,0.2323
381,-143.877649,0.230967
382,-216.734831,0.229642
383,-200.326275,0.228324
384,-172.953935,0.227015
385,-185.77267,0.225712
386,-200.976575,0.224418
387,-82.076256,0.223131
388,-302.892963,0.221852
389,-137.60588,0.22058
390,-72.164404,0.219315
391,-116.905048,0.218058
392,-23.496913,0.216809
393,-136.812349,0.215567
394,-130.817944,0.214332
395,-247.520374,0.213104
396,-207.364531,0.211883
397,-162.507144,0.21067
398,-255.686627,0.209464
399,-121.155885,0.208264
400,-274.904946,0.207072
401,-111.513438,0.205887
402,-190.470776,0.204709
403,-162.633755,0.203538
404,-299.359853,0.202373
405,-154.791316,0.201215
406,-197.75493,0.200065
407,-172.952938,0.198921
408,-173.332395,0.197783
409,-229.82388,0.196653
410,-204.045883,0.195528
411,-89.663677,0.194411
412,-243.300756,0.1933
413,-156.402178,0.192196
414,-132.813023,0.191098
415,-289.359271,0.190006
416,-260.365056,0.188921
417,-257.717695,0.187842
418,-222.129724,0.18677
419,-106.9527,0.185704
420,-158.34133,0.184644
421,-171.399651,0.183591
422,-166.277755,0.182543
423,-212.421065,0.181502
424,-177.279912,0.180467
425,-248.328929,0.179437
426,-264.786085,0.178414
427,-224.707506,0.177397
428,-198.567824,0.176386
429,-198.73282,0.175381
430,-162.519051,0.174382
431,-177.749119,0.173388
432,-164.417683,0.172401
433,-129.852201,0.171419
434,-172.005012,0.170443
435,-125.733284,0.169472
436,-90.658003,0.168508
437,-194.52211,0.167549
438,-345.497795,0.166595
439,-54.331024,0.165648
440,-182.502555,0.164705
441,-334.325227,0.163769
442,-141.582151,0.162838
443,-170.644624,0.161912
444,-266.320722,0.160992
445,-195.408838,0.160077
446,-196.228496,0.159167
447,-467.39063,0.158263
448,-231.782699,0.157364
449,-248.70118,0.15647
450,-179.619238,0.155582
451,-82.305177,0.154699
452,-299.565036,0.153821
453,-372.206187,0.152948
454,-112.289783,0.15208
455,-125.853561,0.151218
456,-343.286955,0.15036
457,-272.823741,0.149507
458,-334.12793,0.14866
459,-253.857509,0.147817
460,-160.653233,0.14698
461,-147.603763,0.146147
462,-86.489563,0.145319
463,-142.433683,0.144496
464,-183.991417,0.143678
465,-281.830016,0.142865
466,-320.776889,0.142056
467,-283.767745,0.141252
468,-153.52019,0.140453
469,-119.350016,0.139659
470,-367.431932,0.138869
471,-372.929339,0.138084
472,-134.462765,0.137303
473,-217.192242,0.136527
474,-106.003413,0.135756
475,-106.7419,0.134989
476,-323.499818,0.134226
477,-427.521163,0.133469
478,-154.549592,0.132715
479,-44.660295,0.131966
480,-59.7557,0.131221
481,-65.131839,0.130481
482,-249.228357,0.129745
483,-91.250832,0.129013
484,-420.268206,0.128286
485,-322.428853,0.127563
486,-323.808863,0.126844
487,-280.531781,0.12613
488,-41.59453,0.125419
489,-157.256836,0.124713
490,-76.451103,0.124011
491,-241.755385,0.123313
492,-55.793616,0.122619
493,-498.53346,0.121929
494,-174.700731,0.121243
495,-553.299006,0.120561
496,-464.132502,0.119884
497,-148.137779,0.11921
498,-20.992289,0.11854
499,-434.146254,0.117874
500,-146.554663,0.117212
501,-86.823341,0.116554
502,-426.082786,0.1159
503,-120.206225,0.115249
504,-364.503997,0.114603
505,17.41551,0.11396
506,-324.40652,0.113321
507,-337.533892,0.112685
508,-428.714602,0.112054
509,-259.409559,0.111426
510,-294.324134,0.110802
511,-275.251805,0.110181
512,-284.081815,0.109564
513,-334.47412,0.108951
514,-255.690684,0.108341
515,-220.117096,0.107735
516,-245.332828,0.107133
517,-180.700968,0.106534
518,-251.374479,0.105938
519,-180.857091,0.105346
520,-185.071185,0.104758
521,-344.584247,0.104172
522,-442.194696,0.103591
523,-417.25462,0.103013
524,-193.998933,0.102438
525,-208.577097,0.101866
526,-310.196366,0.101298
527,-403.96049,0.100733
528,-354.243502,0.100172
529,-306.302784,0.099614
530,-315.225438,0.099059
531,-260.531371,0.098507
532,-403.477093,0.097959
533,-261.5917,0.097413
534,-275.154735,0.096871
535,-233.030952,0.096333
536,-251.002136,0.095797
537,-266.72147,0.095264
538,-211.269049,0.094735
539,-254.184851,0.094209
540,-232.493188,0.093685
541,-259.17066,0.093165
542,-275.77765,0.092648
543,-309.67738,0.092134
544,-278.363217,0.091623
545,-246.124727,0.091115
546,-287.918763,0.09061
547,-302.807545,0.090108
548,-278.480111,0.089609
549,-280.03249,0.089112
550,-310.574253,0.088619
551,-279.674709,0.088129
552,-359.449866,0.087641
553,-348.84867,0.087156
554,-333.985666,0.086675
555,-311.191373,0.086196
556,-291.640112,0.085719
557,-215.242268,0.085246
558,-252.934837,0.084775
559,-256.875589,0.084307
560,-231.345332,0.083842
561,-268.61356,0.08338
562,-239.896941,0.08292
563,-198.725822,0.082463
564,-200.837195,0.082009
565,-268.499637,0.081557
566,-264.977378,0.081108
567,-284.577796,0.080662
568,-261.701012,0.080218
569,-276.823576,0.079777
570,-298.603279,0.079338
571,-308.890102,0.078902
572,-306.464524,0.078469
573,-339.51728,0.078038
574,-282.914404,0.077609
575,-276.321203,0.077184
576,-276.205204,0.07676
577,-253.73849,0.076339
578,-259.843174,0.075921
579,-274.635192,0.075505
580,-286.726491,0.075092
581,-261.807192,0.07468
582,-281.405481,0.074272
583,-395.960476,0.073865
584,-342.134297,0.073462
585,-264.537433,0.07306
586,-287.041578,0.072661
587,-329.462899,0.072264
588,-313.068219,0.071869
589,-234.157609,0.071477
590,-271.9631,0.071087
591,-241.578152,0.0707
592,-252.093653,0.070314
593,-261.504286,0.069931
594,-356.345675,0.069551
595,-296.63151,0.069172
596,-318.344777,0.068796
597,-340.796089,0.068421
598,-281.097005,0.068049
599,-337.902305,0.06768
600,-298.316509,0.067312
601,-336.974523,0.066947
602,-357.927659,0.066583
603,-304.097055,0.066222
604,-308.122351,0.065863
605,-220.921729,0.065506
606,-238.204768,0.065151
607,-292.561364,0.064798
608,-295.088412,0.064448
609,-340.902157,0.064099
610,-245.392112,0.063752
611,-290.966812,0.063408
612,-279.965229,0.063065
613,-256.34225,0.062725
614,-253.889933,0.062386
615,-275.774039,0.062049
616,-272.450007,0.061715
617,-260.53519,0.061382
618,-300.111024,0.061052
619,-242.441971,0.060723
620,-308.990693,0.060396
621,-267.332068,0.060071
622,-260.79759,0.059748
623,-276.859669,0.059427
624,-264.929834,0.059108
625,-280.179692,0.05879
626,-282.371657,0.058475
627,-290.485422,0.058161
628,-278.74318,0.05785
629,-238.702684,0.05754
630,-257.367188,0.057231
631,-280.380542,0.056925
632,-284.556259,0.056621
633,-243.160899,0.056318
634,-287.161047,0.056017
635,-299.719521,0.055718
636,-277.737706,0.05542
637,-222.991484,0.055124
638,-261.270008,0.05483
639,-247.525826,0.054538
640,-267.062617,0.054248
641,-285.289788,0.053959
642,-282.456754,0.053672
643,-314.452234,0.053386
644,-276.762659,0.053102
645,-250.326328,0.05282
646,-265.435478,0.05254
647,-269.160667,0.052261
648,-254.320116,0.051984
649,-308.783329,0.051708
650,-247.330049,0.051434
651,-275.694076,0.051162
652,-221.235375,0.050891
653,-272.363438,0.050622
654,-267.679437,0.050354
655,-295.407598,0.050088
656,-208.810597,0.049824
657,-270.191771,0.049561
658,-246.958977,0.0493
659,-258.755288,0.04904
660,-249.428038,0.048782
661,-282.460284,0.048525
662,-244.469849,0.04827
663,-285.27322,0.048016
664,-243.695254,0.047763
665,-247.715582,0.047513
666,-309.010222,0.047263
667,-252.844191,0.047015
668,-241.480253,0.046769
669,-221.940537,0.046524
670,-257.398248,0.04628
671,-228.093602,0.046038
672,-289.868578,0.045798
673,-271.907818,0.045558
674,-225.983952,0.045321
675,-247.679956,0.045084
676,-232.445991,0.044849
677,-317.548082,0.044615
678,-226.848114,0.044383
679,-302.500692,0.044152
680,-252.760853,0.043922
681,-257.373633,0.043694
682,-236.795037,0.043467
683,-231.958196,0.043241
684,-228.094443,0.043017
685,-248.784113,0.042794
686,-235.946912,0.042572
687,-272.826069,0.042352
688,-247.390351,0.042133
689,-276.714018,0.041915
690,-273.47349,0.041699
691,-278.523031,0.041484
692,-251.688083,0.04127
693,-225.460829,0.041057
694,-274.188309,0.040845
695,-245.296009,0.040635
696,-233.316103,0.040426
697,-231.056545,0.040218
698,-228.859977,0.040012
699,-257.65393,0.039806
700,-259.24599,0.039602
701,-285.607343,0.039399
702,-268.623661,0.039198
703,-278.832701,0.038997
704,-291.785524,0.038798
705,-301.903587,0.038599
706,-292.161259,0.038402
707,-238.806958,0.038206
708,-269.5662,0.038012
709,-199.829532,0.037818
710,-291.979209,0.037626
711,-251.458549,0.037434
712,-262.648351,0.037244
713,-243.923984,0.037055
714,-244.397592,0.036867
715,-274.689371,0.03668
716,-262.507919,0.036494
717,-253.667985,0.036309
718,-256.473225,0.036126
719,-229.351156,0.035943
720,-216.178671,0.035762
721,-250.094956,0.035581
722,-192.013515,0.035402
723,-256.534279,0.035224
724,-252.025921,0.035046
725,-255.736715,0.03487
726,-238.043523,0.034695
727,-243.03469,0.034521
728,-242.972914,0.034348
729,-191.036897,0.034176
730,-239.69477,0.034004
731,-212.191727,0.033834
732,-222.481352,0.033665
733,-187.845598,0.033497
734,-229.761449,0.03333
735,-229.906338,0.033164
736,-219.652966,0.032999
737,-195.489349,0.032834
738,-233.055328,0.032671
739,-213.410437,0.032509
740,-220.684767,0.032347
741,-216.134483,0.032187
742,-234.928419,0.032028
743,-59.119416,0.031869
744,-223.559959,0.031712
745,-178.812985,0.031555
