Ep,Ep_r,epsilon
0,-196.330613,1.0
1,-182.044702,1.0
2,-139.826712,1.0
3,-198.089589,1.0
4,-216.80481,1.0
5,-428.58431,1.0
6,-160.323445,1.0
7,-174.819409,1.0
8,-348.636327,1.0
9,-245.219166,1.0
10,-238.52264,1.0
11,-306.544742,1.0
12,-37.543379,1.0
13,-111.088361,1.0
14,-398.922611,1.0
15,-147.918341,1.0
16,-101.38527,1.0
17,-178.980633,1.0
18,-451.305949,1.0
19,-207.943065,1.0
20,-103.616172,1.0
21,-91.791099,1.0
22,-272.216958,1.0
23,-179.254733,1.0
24,-187.993401,1.0
25,-153.7664,1.0
26,-172.311545,1.0
27,-179.679771,1.0
28,-199.435777,1.0
29,-182.954958,1.0
30,-169.825591,1.0
31,-201.906365,1.0
32,-157.550154,1.0
33,-253.691108,1.0
34,-249.119361,1.0
35,-409.948538,1.0
36,-278.283094,1.0
37,-139.384662,1.0
38,-376.270115,1.0
39,-101.064701,1.0
40,-193.368579,1.0
41,-145.751659,1.0
42,-134.321217,1.0
43,-51.446905,1.0
44,-134.244912,1.0
45,-175.547275,1.0
46,-104.338568,1.0
47,-241.092262,1.0
48,-225.384641,1.0
49,-233.645222,1.0
50,-283.81578,1.0
51,-176.216208,1.0
52,-177.957299,1.0
53,-184.219728,1.0
54,-144.084578,1.0
55,-285.99853,1.0
56,-130.08386,1.0
57,-104.295679,1.0
58,-163.322125,1.0
59,-374.355537,1.0
60,-207.231144,1.0
61,-129.197743,1.0
62,-180.215377,1.0
63,-184.903538,1.0
64,4.565881,1.0
65,-135.864895,1.0
66,-181.379067,1.0
67,-177.133799,1.0
68,-191.327081,1.0
69,-204.274748,1.0
70,-176.130785,1.0
71,-158.954919,1.0
72,-288.52581,1.0
73,-195.610686,1.0
74,-132.058169,1.0
75,-189.123137,1.0
76,-385.326252,1.0
77,-134.591006,1.0
78,-217.618734,1.0
79,-282.52413,1.0
80,-178.403101,1.0
81,-378.947369,1.0
82,-164.050303,1.0
83,-154.744097,1.0
84,-350.768128,1.0
85,-282.221314,1.0
86,-177.598613,1.0
87,-406.728604,1.0
88,-542.713077,1.0
89,-108.824367,1.0
90,-158.099194,1.0
91,-109.505788,1.0
92,-94.894085,1.0
93,-133.122188,1.0
94,-511.756883,1.0
95,-91.298947,1.0
96,-231.340836,1.0
97,-481.536299,1.0
98,-212.730902,1.0
99,-130.896208,1.0
100,-323.4713,1.0
101,-402.179289,1.0
102,-205.084313,1.0
103,-160.562972,1.0
104,-240.965408,1.0
105,-15.152496,1.0
106,-32.750344,1.0
107,-309.363088,1.0
108,-117.735335,1.0
109,-168.98173,1.0
110,-444.525659,1.0
111,-398.583156,1.0
112,-186.10142,1.0
113,-311.252639,1.0
114,-25.219345,0.994164
115,-154.372367,0.988363
116,-202.25368,0.982595
117,-156.485734,0.976862
118,-92.944125,0.971161
119,-332.868303,0.965495
120,-199.695964,0.959861
121,-241.3917,0.954261
122,-398.125828,0.948694
123,-304.59148,0.943159
124,-214.700198,0.937656
125,-389.200742,0.932186
126,-346.30799,0.926748
127,-185.004689,0.921342
128,-113.415172,0.915968
129,-239.153478,0.910625
130,-161.944148,0.905313
131,-173.213832,0.900033
132,-130.096615,0.894783
133,-129.732515,0.889565
134,-136.729258,0.884377
135,-388.212247,0.879219
136,-180.222509,0.874092
137,-545.008674,0.868994
138,-105.375407,0.863927
139,-273.053507,0.858889
140,-144.00071,0.853881
141,-275.448399,0.848902
142,-340.548587,0.843953
143,-120.464434,0.839032
144,-129.537109,0.834141
145,-150.744117,0.829278
146,-143.747975,0.824443
147,-492.979331,0.819637
148,-206.677601,0.814859
149,-130.938248,0.810109
150,-199.776694,0.805387
151,-95.845844,0.800693
152,-50.513409,0.796026
153,-229.660906,0.791387
154,-135.902967,0.786774
155,-142.437157,0.782189
156,-188.683747,0.777631
157,-145.438828,0.773099
158,-203.177956,0.768594
159,-95.355331,0.764116
160,-261.567965,0.759664
161,-171.181133,0.755237
162,-187.300067,0.750837
163,-196.58113,0.746463
164,-243.151901,0.742114
165,-182.201678,0.737791
166,-153.194649,0.733493
167,-83.119973,0.72922
168,-69.528989,0.724973
169,-145.762453,0.72075
170,-114.443376,0.716552
171,-108.73989,0.712379
172,-209.95561,0.70823
173,-96.070392,0.704105
174,-138.230457,0.700005
175,-153.82334,0.695929
176,-168.416484,0.691876
177,-86.551966,0.687848
178,-67.172309,0.683843
179,-172.77149,0.679861
180,-181.411545,0.675903
181,-215.827132,0.671968
182,-251.99637,0.668057
183,-167.55578,0.664168
184,-87.58002,0.660302
185,-102.988287,0.656458
186,-256.856625,0.652637
187,-189.0445,0.648839
188,-180.019105,0.645063
189,-95.890931,0.641309
190,-112.383968,0.637577
191,-138.703453,0.633867
192,-176.058355,0.630178
193,-95.082135,0.626512
194,-71.683599,0.622866
195,-157.239641,0.619242
196,-142.809479,0.61564
197,-119.90715,0.612058
198,-135.872851,0.608498
199,-69.857576,0.604958
200,-162.371396,0.60144
201,-67.60341,0.597941
202,-135.587407,0.594464
203,-94.930467,0.591007
204,-24.010747,0.58757
205,-153.969327,0.584153
206,-107.331343,0.580756
207,-103.222056,0.577379
208,-125.335753,0.574022
209,-169.411338,0.570685
210,-88.636291,0.567367
211,-110.342698,0.564069
212,-113.410579,0.56079
213,-104.813722,0.55753
214,-111.417079,0.554289
215,-117.976466,0.551068
216,-135.84787,0.547865
217,-14.436448,0.544681
218,-42.726668,0.541516
219,-158.442426,0.538369
220,-125.345113,0.535241
221,-143.30554,0.532131
222,-149.117836,0.529039
223,-61.53709,0.525966
224,-97.932536,0.52291
225,-125.572715,0.519872
226,-22.01166,0.516853
227,-88.693745,0.513851
228,-47.60829,0.510866
229,-21.141146,0.507899
230,-76.726854,0.50495
231,-62.824547,0.502017
232,-95.975742,0.499102
233,-80.607127,0.496204
234,-145.969154,0.493323
235,-63.732751,0.490459
236,-206.908973,0.487612
237,-70.333124,0.484782
238,-125.900912,0.481968
239,-71.653672,0.47917
240,-106.116238,0.476389
241,-275.089012,0.473624
242,-155.5526,0.470876
243,-140.860824,0.468143
244,-157.123699,0.465427
245,-77.314869,0.462727
246,-244.587331,0.460042
247,-205.295817,0.457373
248,-59.498305,0.45472
249,-76.209497,0.452082
250,-283.37603,0.44946
251,-223.528645,0.446853
252,-53.602825,0.444262
253,-88.579932,0.441686
254,-27.008168,0.439124
255,-276.246891,0.436578
256,-452.568136,0.434047
257,-60.964045,0.431531
258,-227.894701,0.429029
259,-53.594642,0.426542
260,-103.162288,0.42407
261,-379.348856,0.421612
262,-274.48133,0.419168
263,-43.545843,0.416739
264,-33.50746,0.414324
265,-56.235165,0.411923
266,-14.966944,0.409537
267,-162.970484,0.407164
268,-201.721157,0.404805
269,12.59975,0.402461
270,-128.927539,0.400129
271,-43.696419,0.397812
272,-126.582335,0.395508
273,-47.677284,0.393218
274,41.983086,0.390941
275,-303.923918,0.388677
276,-41.937043,0.386427
277,-25.371888,0.38419
278,-14.568657,0.381966
279,-219.309156,0.379755
280,-43.122479,0.377557
281,-67.895725,0.375372
282,-98.736798,0.3732
283,-42.891724,0.37104
284,-333.729519,0.368893
285,129.890518,0.366759
286,-133.051832,0.364637
287,-101.40025,0.362528
288,-16.483742,0.360431
289,-45.225422,0.358346
290,-24.468275,0.356274
291,43.712839,0.354214
292,12.029618,0.352165
293,43.156513,0.350129
294,-39.796408,0.348105
295,15.945608,0.346093
296,-44.80758,0.344092
297,13.079869,0.342103
298,153.15272,0.340126
299,167.801656,0.338161
300,2.094416,0.336207
301,-69.409263,0.334264
302,-34.103183,0.332333
303,-49.477953,0.330413
304,49.143337,0.328505
305,209.673649,0.326607
306,32.855871,0.324721
307,18.63234,0.322846
308,1.743629,0.320982
309,-56.967989,0.319128
310,25.352678,0.317286
311,174.545077,0.315454
312,167.781299,0.313634
313,224.456282,0.311823
314,-91.382757,0.310024
315,-215.530592,0.308235
316,102.462608,0.306456
317,60.353574,0.304688
318,-27.349881,0.302931
319,-240.232652,0.301183
320,29.486969,0.299446
321,105.318397,0.297719
322,-34.326661,0.296002
323,20.053547,0.294295
324,104.331583,0.292599
325,50.291564,0.290912
326,106.127185,0.289235
327,114.929842,0.287568
328,-23.654149,0.285911
329,168.508435,0.284263
330,56.642985,0.282625
331,43.016406,0.280997
332,-149.853598,0.279378
333,-83.272745,0.277769
334,-116.829089,0.276169
335,-131.622352,0.274579
336,201.091726,0.272998
337,162.472332,0.271426
338,-127.821366,0.269863
339,232.844824,0.26831
340,177.093767,0.266765
341,-18.755691,0.26523
342,-94.376392,0.263704
343,184.290648,0.262187
344,-228.385486,0.260678
345,7.580661,0.259179
346,189.264474,0.257688
347,162.313177,0.256206
348,-81.686961,0.254732
349,187.067309,0.253268
350,-131.281423,0.251812
351,200.425066,0.250364
352,194.205813,0.248925
353,95.581664,0.247494
354,-143.545593,0.246072
355,25.880222,0.244658
356,-34.543539,0.243252
357,62.334916,0.241855
358,-11.667951,0.240466
359,155.356177,0.239085
360,187.302066,0.237712
361,22.099408,0.236347
362,188.946642,0.23499
363,153.209113,0.233641
364,134.973648,0.2323
365,139.539732,0.230967
366,86.850035,0.229642
367,33.267586,0.228324
368,204.047572,0.227015
369,-62.371032,0.225712
370,56.492805,0.224418
371,220.039876,0.223131
372,-79.570787,0.221852
373,116.115477,0.22058
374,53.598104,0.219315
375,-66.154136,0.218058
376,13.136949,0.216809
377,118.616928,0.215567
378,200.290131,0.214332
379,5.105039,0.213104
380,184.177056,0.211883
381,-61.021603,0.21067
382,-72.408137,0.209464
383,150.371,0.208264
384,209.824964,0.207072
385,217.9758,0.205887
386,185.720662,0.204709
387,201.366537,0.203538
388,196.83327,0.202373
389,144.046163,0.201215
390,205.754993,0.200065
391,208.41494,0.198921
392,215.69749,0.197783
393,-34.908195,0.196653
394,210.225508,0.195528
395,95.137316,0.194411
396,-13.309024,0.1933
397,-100.919672,0.192196
398,42.233039,0.191098
399,194.628515,0.190006
400,188.869201,0.188921
401,-29.308962,0.187842
402,218.583026,0.18677
403,230.955469,0.185704
404,3.363913,0.184644
405,225.04683,0.183591
406,145.857486,0.182543
407,223.874851,0.181502
408,202.962319,0.180467
409,226.808026,0.179437
410,197.53884,0.178414
411,-5.451051,0.177397
412,206.23009,0.176386
413,163.695043,0.175381
414,196.513015,0.174382
415,235.244147,0.173388
416,221.666957,0.172401
417,-33.845838,0.171419
418,185.511586,0.170443
419,229.558109,0.169472
420,98.110824,0.168508
421,250.907227,0.167549
422,225.964706,0.166595
423,192.128407,0.165648
424,236.021349,0.164705
425,122.226254,0.163769
426,191.51761,0.162838
427,185.597557,0.161912
428,201.148571,0.160992
429,266.140506,0.160077
430,225.372123,0.159167
431,55.970274,0.158263
432,227.252043,0.157364
433,234.14409,0.15647
434,-31.059369,0.155582
435,219.326169,0.154699
436,220.753643,0.153821
437,192.342738,0.152948
438,209.317881,0.15208
439,244.266597,0.151218
440,182.179051,0.15036
441,195.650968,0.149507
442,223.366607,0.14866
443,221.875543,0.147817
444,210.487124,0.14698
445,246.485086,0.146147
446,182.203816,0.145319
447,214.550283,0.144496
448,211.669622,0.143678
449,235.31678,0.142865
450,221.241239,0.142056
451,231.227757,0.141252
452,170.629795,0.140453
453,194.161359,0.139659
454,230.610628,0.138869
455,217.001734,0.138084
456,207.136558,0.137303
457,-112.402284,0.136527
458,239.50774,0.135756
459,221.438521,0.134989
460,207.027431,0.134226
461,207.640074,0.133469
462,-43.174294,0.132715
463,230.859607,0.131966
464,179.066926,0.131221
465,222.996884,0.130481
466,-220.122703,0.129745
467,230.649865,0.129013
468,239.92307,0.128286
469,188.474211,0.127563
470,217.101269,0.126844
471,213.004519,0.12613
472,247.093197,0.125419
473,234.861315,0.124713
474,145.574728,0.124011
475,183.048175,0.123313
476,133.524327,0.122619
477,230.816535,0.121929
478,197.971105,0.121243
479,248.315512,0.120561
480,195.609908,0.119884
481,236.808066,0.11921
482,-300.674233,0.11854
483,246.852078,0.117874
484,235.49509,0.117212
485,224.651568,0.116554
486,212.19323,0.1159
487,218.475027,0.115249
