Ep,Ep_r,epsilon
0,-224.426518,1.0
1,-174.703136,1.0
2,-183.820844,1.0
3,-149.223739,1.0
4,-165.732642,1.0
5,-378.875483,1.0
6,-161.89353,1.0
7,-145.501189,1.0
8,-257.719462,1.0
9,-419.735589,1.0
10,-115.087985,1.0
11,-330.151773,1.0
12,-225.585527,1.0
13,-132.496153,1.0
14,-363.582914,1.0
15,-119.687968,1.0
16,-224.361088,1.0
17,-204.019759,1.0
18,-235.877394,1.0
19,-166.015827,1.0
20,-218.153474,1.0
21,-145.255828,1.0
22,-171.213508,1.0
23,-151.17012,1.0
24,-151.470778,1.0
25,-233.025778,1.0
26,-197.4421,1.0
27,-273.281574,1.0
28,-199.120326,1.0
29,-134.942596,1.0
30,-129.983437,1.0
31,-176.676904,1.0
32,-154.144631,1.0
33,-190.739698,1.0
34,-245.515039,1.0
35,-224.593802,1.0
36,-374.56399,1.0
37,-147.40644,1.0
38,-188.17284,1.0
39,-455.384936,1.0
40,-313.293884,1.0
41,-372.730986,1.0
42,-308.861276,1.0
43,-84.09743,1.0
44,-275.3157,1.0
45,-177.210482,1.0
46,-199.835282,1.0
47,-223.30531,1.0
48,-177.575643,1.0
49,-170.570087,1.0
50,-116.642923,1.0
51,-11.143892,1.0
52,-13.054656,1.0
53,-275.343639,1.0
54,-173.891951,1.0
55,-252.702345,1.0
56,-338.918941,1.0
57,-234.150287,1.0
58,-204.304233,1.0
59,-160.919663,1.0
60,-464.117956,1.0
61,-363.350738,1.0
62,-249.270404,1.0
63,-39.050847,1.0
64,-168.558706,1.0
65,-459.187435,1.0
66,-210.013519,1.0
67,-163.155285,1.0
68,-176.7452,1.0
69,-396.452399,1.0
70,-128.27745,1.0
71,-170.41116,1.0
72,-165.7727,1.0
73,-138.009125,1.0
74,-115.947155,1.0
75,-261.955308,1.0
76,-198.622519,1.0
77,-274.713135,1.0
78,-204.818631,1.0
79,-264.813722,1.0
80,-166.123297,1.0
81,-188.296777,1.0
82,-197.264421,1.0
83,-265.4933,1.0
84,-444.693498,1.0
85,-22.850244,1.0
86,-292.891927,1.0
87,-347.861726,1.0
88,-214.631546,1.0
89,-390.370208,1.0
90,-183.721695,1.0
91,-125.704344,1.0
92,-147.234068,1.0
93,-399.137603,1.0
94,-212.018492,1.0
95,-184.315821,1.0
96,-392.435699,1.0
97,-189.890178,1.0
98,-272.763812,1.0
99,-155.781455,1.0
100,-152.595823,1.0
101,-130.699842,1.0
102,-190.051214,1.0
103,-189.092926,1.0
104,-276.94288,1.0
105,-244.117235,1.0
106,-281.666624,1.0
107,-127.753707,1.0
108,-242.817413,1.0
109,-136.896811,0.999683
110,-142.904245,0.999367
111,-313.666747,0.99905
112,-332.579822,0.998734
113,-462.185369,0.998418
114,-327.604635,0.998102
115,-271.046981,0.997786
116,-281.378865,0.99747
117,-102.714431,0.997154
118,-125.736245,0.996839
119,-148.143422,0.996523
120,-200.401483,0.996208
121,-238.718987,0.995892
122,-325.69801,0.995577
123,-56.728967,0.995262
124,-156.789029,0.994947
125,-210.857831,0.994632
126,-169.126128,0.994317
127,-134.829723,0.994002
128,-162.167992,0.993688
129,-549.535224,0.993373
130,-149.845938,0.993059
131,-155.093085,0.992745
132,-218.997751,0.99243
133,-148.660966,0.992116
134,-146.965208,0.991802
135,-144.554246,0.991488
136,-218.820871,0.991175
137,-168.885343,0.990861
138,-402.6349,0.990547
139,-349.317822,0.990234
140,-339.809376,0.989921
141,-297.186063,0.989607
142,-94.35853,0.989294
143,-155.123186,0.988981
144,-259.079997,0.988668
145,-172.719451,0.988355
146,-147.919922,0.988043
147,-127.817752,0.98773
148,-502.804823,0.987417
149,-161.19102,0.987105
