Ep,Ep_r,epsilon
0,-129.127659,1.0
1,-495.504744,1.0
2,-105.023688,1.0
3,-448.518591,1.0
4,-520.564902,1.0
5,-422.144559,1.0
6,-153.314591,1.0
7,-324.767882,1.0
8,-544.213227,1.0
9,-144.445792,1.0
10,-217.622577,1.0
11,-512.602085,1.0
12,-119.342722,1.0
13,-120.500879,1.0
14,-140.106672,1.0
15,-392.997198,1.0
16,-263.552118,1.0
17,-360.022113,1.0
18,-252.593806,1.0
19,-189.010269,1.0
20,-140.954987,1.0
21,-155.160232,1.0
22,-243.595279,1.0
23,-106.277689,1.0
24,-174.982997,1.0
25,-185.374342,1.0
26,-199.000966,1.0
27,-323.810766,1.0
28,-329.414708,1.0
29,-233.479501,1.0
30,-136.171049,1.0
31,-433.548311,1.0
32,-332.046968,1.0
33,-314.506634,1.0
34,-200.165216,1.0
35,-285.019265,1.0
36,-107.007398,1.0
37,-148.955168,1.0
38,-151.639906,1.0
39,-47.072092,1.0
40,-189.84241,1.0
41,-146.773245,1.0
42,-358.782964,1.0
43,-243.106449,1.0
44,-193.087107,1.0
45,-354.436311,1.0
46,-360.710905,1.0
47,-244.757619,1.0
48,-428.473835,1.0
49,-166.78599,1.0
50,-185.430768,1.0
51,-403.665551,1.0
52,-153.773623,1.0
53,-500.962191,1.0
54,-104.874395,1.0
55,-143.140094,1.0
56,-119.867091,1.0
57,-138.306055,1.0
58,-145.351155,1.0
59,-224.841627,1.0
60,-140.409045,1.0
61,-172.997326,1.0
62,-19.695607,1.0
63,-155.759505,1.0
64,-165.65531,1.0
65,-129.562061,1.0
66,-279.304414,1.0
67,-150.297539,1.0
68,-226.766682,1.0
69,-395.098188,1.0
70,-240.578845,1.0
71,-150.8115,1.0
72,-168.713911,1.0
73,-271.508834,1.0
74,-336.188735,1.0
75,-457.39505,1.0
76,-201.273275,1.0
77,-127.642958,1.0
78,-456.09985,1.0
79,-294.577749,1.0
80,-88.375332,1.0
81,-263.959546,1.0
82,-175.658943,1.0
83,-183.097915,1.0
84,-109.192264,1.0
85,-453.392154,1.0
86,-126.846263,1.0
87,-150.084757,1.0
88,-232.46497,1.0
89,-126.428718,1.0
90,-139.521458,1.0
91,-183.177109,1.0
92,-160.105251,1.0
93,-286.655934,1.0
94,-255.540496,1.0
95,-148.008055,1.0
96,-146.119606,1.0
97,-342.644842,1.0
98,-395.045491,1.0
99,-128.507408,1.0
100,-293.344036,1.0
101,-247.252878,1.0
102,-135.922032,1.0
103,-129.806963,1.0
104,-324.669123,1.0
105,-181.234582,1.0
106,-366.850497,1.0
107,-129.795729,1.0
108,-484.804978,1.0
109,-167.441236,1.0
110,-480.762179,1.0
111,-252.638852,1.0
112,-128.970511,1.0
113,-229.12911,1.0
114,-235.893149,1.0
115,-190.945334,1.0
116,-161.357583,1.0
117,-156.192004,1.0
118,-237.375534,1.0
119,-157.364339,1.0
120,-177.750284,1.0
121,-327.074552,1.0
122,-133.673462,1.0
123,-340.668856,1.0
124,-181.956191,1.0
125,-190.313452,1.0
126,-156.847491,1.0
127,-233.042014,1.0
128,-228.889365,1.0
129,-189.17665,1.0
130,-353.55269,1.0
131,-259.613022,1.0
132,-237.867486,1.0
133,-310.900771,1.0
134,-153.317081,0.994164
135,-143.717569,0.988363
136,-103.422179,0.982595
137,-154.579745,0.976862
138,-245.040181,0.971161
139,-280.25848,0.965495
140,-321.302854,0.959861
141,-533.90323,0.954261
142,-217.340451,0.948694
143,-223.411077,0.943159
144,-151.116057,0.937656
145,-109.756373,0.932186
146,-75.490835,0.926748
147,-465.623552,0.921342
148,-153.145731,0.915968
149,-210.403123,0.910625
150,-146.537582,0.905313
151,-460.991219,0.900033
152,-127.421951,0.894783
153,-491.93562,0.889565
154,-371.090705,0.884377
155,-500.341915,0.879219
156,-178.606183,0.874092
157,-378.01463,0.868994
158,-342.664608,0.863927
159,-360.925144,0.858889
160,-234.117985,0.853881
161,-105.082592,0.848902
162,-389.046247,0.843953
163,-204.402935,0.839032
164,-150.779183,0.834141
165,-122.54336,0.829278
166,-189.422937,0.824443
167,-52.088476,0.819637
168,-222.848142,0.814859
169,-155.790542,0.810109
170,-127.997163,0.805387
171,-165.036714,0.800693
172,-142.643256,0.796026
173,-432.687594,0.791387
174,-88.164403,0.786774
175,-130.310884,0.782189
176,-107.636497,0.777631
177,-41.567915,0.773099
178,-44.89935,0.768594
179,-172.38342,0.764116
180,-89.634086,0.759664
181,-84.969468,0.755237
182,-124.799491,0.750837
183,-111.918783,0.746463
184,-166.303505,0.742114
185,-108.673085,0.737791
186,-351.926201,0.733493
187,-114.272973,0.72922
188,-116.642941,0.724973
189,-137.976677,0.72075
190,-151.260792,0.716552
191,-123.123396,0.712379
192,-140.455795,0.70823
193,-157.068627,0.704105
194,-246.783305,0.700005
195,-156.605532,0.695929
196,-139.418637,0.691876
197,-123.455952,0.687848
198,-211.503527,0.683843
199,-103.837025,0.679861
200,-115.584837,0.675903
201,-117.828589,0.671968
202,-71.619648,0.668057
203,-147.887999,0.664168
204,-125.780575,0.660302
205,-193.776842,0.656458
206,-161.961137,0.652637
207,-228.811491,0.648839
208,-184.38148,0.645063
209,-271.975531,0.641309
210,-36.602803,0.637577
211,-128.399538,0.633867
212,-130.691019,0.630178
213,-170.93263,0.626512
214,-153.438873,0.622866
215,-127.561727,0.619242
216,-92.577152,0.61564
217,-132.326394,0.612058
218,-279.536844,0.608498
219,-143.464735,0.604958
220,-202.037267,0.60144
221,-98.675914,0.597941
222,-170.667204,0.594464
223,-133.596791,0.591007
224,-116.851673,0.58757
225,-57.364489,0.584153
226,-86.910974,0.580756
227,-177.847812,0.577379
228,-106.162778,0.574022
229,-298.182154,0.570685
230,-104.573175,0.567367
231,-111.736639,0.564069
232,-130.304455,0.56079
233,-9.285861,0.55753
234,-150.542948,0.554289
235,-32.077424,0.551068
236,-108.551923,0.547865
237,-66.512543,0.544681
238,-163.50158,0.541516
239,-28.269996,0.538369
240,-215.667372,0.535241
241,-184.814951,0.532131
242,-235.936292,0.529039
243,-103.212553,0.525966
244,-105.084796,0.52291
245,-268.548535,0.519872
246,-158.858714,0.516853
247,-45.031643,0.513851
248,-91.72617,0.510866
249,-67.069913,0.507899
250,-259.731338,0.50495
251,-130.709194,0.502017
252,-300.64435,0.499102
253,-81.433323,0.496204
254,-126.74731,0.493323
255,-115.786155,0.490459
256,-121.925442,0.487612
257,-42.640786,0.484782
258,-156.956047,0.481968
