Ep,Ep_r
0,-179.91
1,-215.01
2,-270.18
3,-316.37
4,-324.37
5,-141.51
6,-217.63
7,-192.45
8,-98.62
9,-361.84
10,-285.38
11,-255.3
12,-147.11
13,-416.56
14,-227.82
15,-274.64
16,-140.53
17,-213.42
18,-178.95
19,-159.18
20,-177.74
21,-103.59
22,-168.15
23,-373.67
24,-343.49
25,-169.32
26,-226.13
27,-211.36
28,-443.04
29,-241.44
30,-147.59
31,-216.23
32,-233.38
33,-193.2
34,-279.24
35,-237.08
36,-335.79
37,-194.54
38,-308.57
39,-110.38
40,-233.36
41,-383.66
42,-163.71
43,-141.87
44,-306.31
45,-189.04
46,-261.26
47,-208.1
48,-202.05
49,-172.65
50,-64.94
51,-395.22
52,-149.54
53,-106.73
54,-137.09
55,-104.43
56,-212.43
57,-192.17
58,-271.78
59,-276.73
60,-235.54
61,-164.61
62,-191.41
63,-184.76
64,-148.65
65,-164.33
66,-152.83
67,-484.67
68,-457.21
69,-184.25
70,-144.67
71,-131.7
72,-91.39
73,-183.57
74,-266.35
75,-128.79
76,-175.55
77,-202.04
78,-462.41
79,-179.03
80,-369.22
81,-172.12
82,-199.51
83,-144.08
84,-218.08
85,-270.61
86,-82.53
87,-151.31
88,-139.23
89,-151.23
90,-117.63
91,-277.74
92,-64.56
93,-210.7
94,-244.92
95,-167.73
96,-73.69
97,-210.88
98,-186.83
99,-39.83
100,-193.49
101,-121.15
102,-147.82
103,-125.0
104,-400.71
105,-198.64
106,-302.55
107,-301.41
108,-145.74
109,-130.52
110,-274.84
111,-138.01
112,-174.64
113,-241.94
114,-420.95
115,-137.36
116,-216.15
117,-162.72
118,-115.18
119,-240.13
120,-395.17
121,-146.64
122,-230.82
123,-290.0
124,-200.68
125,-274.75
126,-517.37
127,-150.86
128,-131.04
129,-192.44
130,-427.8
131,-111.09
132,-342.4
133,-196.23
134,-299.94
135,-221.69
136,-160.41
137,-108.58
138,-176.48
139,-142.69
140,-164.46
141,-169.96
142,-256.38
143,-55.48
144,-110.4
145,-201.0
146,-141.55
147,-199.94
148,-176.1
149,-106.62
150,-154.6
151,-162.73
152,-339.39
153,-335.09
154,-140.57
155,-357.76
156,-224.75
157,-130.45
158,-252.71
159,-144.71
160,-350.87
161,-130.79
162,-283.49
163,-211.53
164,-123.77
165,-149.52
166,-224.22
167,-498.2
168,-278.81
169,-153.22
170,-142.3
171,-24.69
172,-364.93
173,-204.33
174,-324.78
175,-93.72
176,-179.66
177,-226.06
178,-178.3
179,-152.29
180,-228.94
181,-241.77
182,-138.88
183,-180.43
184,-259.85
185,-406.08
186,-287.89
187,-189.65
188,-132.98
189,-177.0
190,-156.49
191,-399.15
192,-199.7
193,-365.58
194,-132.07
195,-117.97
196,-193.82
