Ep,Ep_r
0,-272.27
1,-149.84
2,-272.67
3,-241.52
4,-155.35
5,-125.71
6,-136.4
7,-130.73
8,-199.96
9,-242.18
10,-413.47
11,-294.58
12,-126.15
13,-170.46
14,-318.9
15,-169.9
16,-151.39
17,-464.51
18,-147.68
19,-92.19
20,-186.34
21,-149.59
22,-190.7
23,-418.82
24,-260.09
25,-152.43
26,-386.6
27,-160.35
28,-31.31
29,-400.83
30,-373.87
31,-114.63
32,-505.7
33,-338.54
34,-144.24
35,-365.58
36,-158.27
37,-156.84
38,-181.02
39,-418.46
40,-371.08
41,-179.93
42,-319.77
43,-168.96
44,-587.71
45,-384.49
46,-263.32
47,-318.07
48,-140.72
49,-71.76
50,-289.9
51,-163.66
52,-415.99
53,-481.03
54,-237.83
55,-498.47
56,-273.71
57,-356.17
58,-374.19
59,-154.39
60,-461.16
61,-134.74
62,-187.98
63,-155.69
64,-173.81
65,-342.9
66,-162.47
67,-297.58
68,-160.34
69,-257.13
70,-490.8
71,-518.67
72,-245.5
73,-119.34
74,-439.99
75,-360.72
76,-172.78
77,-151.38
78,-380.57
79,-550.11
80,-407.99
81,-417.95
82,-458.02
83,-159.95
84,-153.66
85,-213.22
86,-205.29
87,-442.99
88,-351.33
89,-495.29
90,-197.94
91,-177.1
92,-182.11
93,-462.76
94,-168.24
95,-136.46
96,-407.14
97,-276.17
98,-367.67
99,-165.01
100,-262.4
101,-290.78
102,-278.39
103,-323.81
104,-128.17
105,-545.7
106,-439.86
107,-193.91
108,-207.4
109,-307.37
110,-433.62
111,-248.97
112,-347.33
113,-224.22
114,-104.68
115,-80.21
116,-418.88
117,-416.5
118,-193.5
119,-267.95
120,-169.5
121,-152.07
122,-164.9
123,-85.02
124,-559.21
125,-419.59
126,-231.57
127,-276.87
128,-447.18
129,-210.67
130,-439.73
131,-128.78
132,-143.48
133,-286.83
134,-214.93
135,-122.99
136,-139.93
137,-228.53
138,-544.87
139,-193.13
140,-141.92
141,-363.88
142,-146.12
143,-138.5
144,-185.71
145,-361.36
146,-192.14
147,-172.71
148,-110.22
149,-208.27
150,-420.89
151,-136.04
152,-501.22
153,-298.64
154,-33.1
155,-193.81
156,-204.24
157,-147.44
158,-101.88
159,-168.51
160,-150.68
161,-165.64
162,-150.61
163,-342.2
164,-218.17
165,-71.41
166,-148.89
167,-218.65
168,-183.01
169,-154.0
170,-161.18
171,-123.62
172,-282.33
173,-274.46
174,-331.69
175,-213.46
176,-219.26
177,-246.47
178,-350.78
179,-210.86
180,-87.11
181,-280.93
182,-133.7
183,-27.75
184,-348.99
185,-326.48
186,-186.89
187,-286.14
188,-313.8
189,-296.24
190,-272.57
191,-271.3
192,-263.0
193,-142.34
194,-283.62
195,-96.42
196,-172.53
197,-66.75
198,-194.07
199,-105.95
200,-43.34
201,-385.52
202,-28.63
203,-323.06
204,-377.98
205,-418.75
206,-319.53
207,-164.56
208,-185.5
209,-215.14
210,-411.74
211,-163.59
212,-205.71
213,-221.69
214,-317.8
215,-325.03
216,-284.08
217,-204.06
218,-39.89
219,-200.84
220,-160.04
221,-1.34
222,-322.82
223,-254.98
224,-245.02
225,-285.49
226,-196.4
227,-158.73
228,-154.94
229,-126.4
230,-351.25
231,-174.66
232,-196.91
233,-237.93
234,-167.48
235,-168.12
236,-270.85
237,-135.29
238,-197.51
239,-173.53
240,-244.53
241,-134.6
242,-169.4
243,-269.88
244,-167.17
245,-165.59
246,-210.32
247,-147.28
248,-208.84
249,-149.83
250,-197.11
251,-406.08
252,-235.14
253,-286.21
254,-152.81
255,-72.18
256,-185.07
257,-166.23
258,-206.06
259,-248.89
260,-180.76
261,-83.22
262,-243.93
263,-180.33
264,-173.14
265,-210.81
266,-117.91
267,-166.66
268,-151.51
269,-263.33
270,-177.52
271,-395.12
272,-178.47
273,-171.09
274,-244.29
275,-297.56
276,-139.56
277,-384.64
278,-305.68
279,-118.87
280,-165.92
281,-166.16
282,-334.28
283,-256.02
284,-157.61
285,-200.21
286,-149.0
287,-136.7
288,-160.94
289,-436.63
290,-438.81
291,-197.25
292,-206.63
293,-128.83
294,-159.57
295,-151.63
296,-48.36
297,-152.78
298,-303.98
299,-142.13
300,-324.57
301,-121.14
302,-208.22
303,-328.41
304,-114.3
305,-454.89
306,-168.12
307,-168.86
308,-244.27
309,-247.15
310,-23.46
311,-200.19
312,-124.11
313,-170.18
314,-450.77
315,-160.04
316,-186.9
317,-153.67
318,-129.95
319,-180.71
320,-165.78
321,-163.45
322,-438.05
323,-323.27
324,-359.33
325,-197.15
326,-200.38
327,-156.03
328,-306.14
329,-435.99
330,-221.72
331,-249.07
332,-217.67
333,-244.75
334,-170.78
335,-163.21
336,-173.61
337,-275.36
338,-176.65
339,-269.68
340,-140.71
341,-295.97
342,-162.17
343,-223.13
344,-150.76
345,-141.31
346,-213.51
347,-202.33
348,-117.1
349,-289.48
350,-285.53
351,-402.76
352,-335.24
353,-212.81
354,-125.9
355,-156.68
356,-51.21
357,-150.01
358,-291.59
359,-167.2
360,-124.42
