Ep,Ep_r
0,-349.95
1,-178.1
2,-34.42
3,-210.11
4,-428.08
5,-179.63
6,-109.4
7,-147.27
8,-127.08
9,-127.91
10,-330.45
11,-429.16
12,-124.48
13,-149.14
14,-176.15
15,-90.12
16,-303.58
17,-283.13
18,-301.16
19,-241.06
20,-487.77
21,-200.39
22,-160.6
23,-173.14
24,-168.19
25,-181.79
26,-76.86
27,-303.62
28,-175.0
29,-125.94
30,-166.05
31,-509.03
32,-440.39
33,-270.34
34,-523.17
35,-177.7
36,-181.81
37,-174.33
38,-167.82
39,-132.78
40,-165.06
41,-143.07
42,-482.93
43,-185.91
44,-156.96
45,-156.11
46,-72.7
47,-397.72
48,-117.87
49,-96.19
50,-190.42
51,-243.87
52,-273.98
53,-308.31
54,-109.5
55,-182.69
56,-226.08
57,-99.0
58,-599.74
59,-209.53
60,-268.24
61,-189.53
62,-79.67
63,-172.24
64,-253.74
65,-162.03
66,-175.32
67,-151.44
68,-169.63
69,-129.22
70,-162.75
71,-136.17
72,-185.27
73,-138.38
74,-233.99
75,-155.31
76,-130.06
77,-328.57
78,-293.1
79,-149.04
80,-443.37
81,-478.88
82,-133.34
83,-422.58
84,-363.47
85,-206.24
86,-185.88
87,-456.23
88,-174.55
89,-112.13
90,-156.55
91,-173.97
92,-162.98
93,-14.4
94,-173.23
95,-334.61
96,-333.46
97,-540.09
98,-144.8
99,-253.98
100,-105.5
101,-385.45
102,-264.35
103,-134.99
104,-159.17
105,-105.53
106,-342.05
107,-128.23
108,-148.26
109,-223.35
110,-180.67
111,-433.96
112,-166.34
113,-333.25
114,-143.05
115,-148.58
116,-149.86
117,-108.11
118,-125.37
119,-133.09
120,-160.68
121,-170.53
122,-146.87
123,-112.8
124,-177.57
125,-165.93
126,-262.4
127,-257.49
128,-159.54
129,-194.73
130,-238.71
131,-196.14
132,-171.24
133,-146.34
134,-176.09
135,-139.39
136,-170.32
137,-175.7
138,-188.84
139,-339.26
140,-207.21
141,-134.2
142,-392.1
143,-238.03
144,-278.28
145,-314.98
146,-183.59
147,-200.25
148,-91.66
149,-214.96
150,-345.38
151,-295.51
152,-261.7
153,-271.03
154,-311.84
155,-185.88
156,-628.84
157,-149.73
158,-147.0
159,-132.45
160,-244.15
161,-330.95
162,-222.07
163,-163.84
164,-341.06
165,-266.11
166,-104.2
167,-257.58
168,-296.02
169,-277.73
170,-200.88
171,-467.66
172,-380.6
173,-78.91
174,-212.73
175,-152.38
176,-203.38
177,-136.5
178,-159.29
179,-274.98
180,-156.63
181,-177.91
182,-137.57
183,-99.87
184,-33.28
185,-204.51
186,-412.86
187,-248.13
188,-170.11
189,-162.83
190,-166.02
191,-341.08
192,-175.41
193,-59.96
194,-268.23
195,-392.64
196,-213.75
197,-396.98
198,-147.57
199,-205.73
200,-447.73
201,-218.83
202,-160.59
203,-270.07
204,-220.03
205,-342.86
206,-215.35
207,-167.98
208,-278.83
209,-173.02
210,-137.72
211,-322.31
212,-107.28
213,-161.68
214,-177.26
215,-126.82
216,-257.62
217,-406.71
218,-196.24
219,-269.73
220,-172.18
221,-178.22
222,-106.44
223,-170.81
224,-180.75
225,-193.57
226,-291.27
227,-176.62
228,-123.15
229,-333.16
230,-166.59
231,-180.0
232,-143.95
233,-217.13
234,-251.38
235,-365.67
236,-203.76
237,-228.24
238,-205.27
239,-143.01
240,-215.19
241,-383.99
242,-435.08
243,-175.09
244,-83.51
245,-244.52
246,-309.92
247,-307.98
248,-261.93
249,-324.48
250,-341.9
251,-171.26
252,-379.41
253,-166.01
254,-279.73
255,-170.16
256,-213.68
257,-27.64
258,-142.91
259,-137.75
260,-155.1
261,-337.11
262,-155.25
263,-160.52
264,-479.04
265,-214.56
266,-174.57
267,-184.27
268,-179.54
269,-184.7
270,-216.76
271,-152.42
272,-141.14
273,-123.02
274,-215.02
275,-219.58
276,-104.81
277,-329.37
278,-210.25
279,-367.6
280,-210.0
281,-434.98
282,-53.81
283,-36.38
284,-262.94
285,-171.24
286,-81.37
287,-213.73
288,-168.15
289,-364.11
290,-203.96
291,-326.38
292,-248.45
293,-183.86
294,-160.26
295,-154.84
296,-158.18
297,-135.65
298,-151.53
299,-144.69
300,-129.59
301,-174.15
302,-331.05
303,-179.68
304,-269.31
305,-292.56
306,-116.84
307,-157.23
308,-168.89
309,-224.21
310,-194.28
311,-190.0
312,-163.45
313,-163.96
314,-315.21
315,-222.4
316,-188.22
317,-224.12
318,-140.49
319,-346.02
320,-233.82
321,-176.67
322,-332.97
323,-228.81
324,-48.6
325,-361.03
326,-125.64
327,-156.9
328,-266.87
329,-165.55
330,-254.46
331,-163.79
332,-405.83
333,-372.33
334,-165.81
335,-209.66
336,-160.06
337,-496.34
338,-94.57
339,-444.85
340,-116.34
341,-180.68
342,-144.6
343,-85.94
344,-308.08
345,-177.1
346,-174.7
347,-345.83
348,-419.31
349,-321.34
350,-175.97
351,-16.36
352,-34.98
353,-173.8
354,-184.43
355,-185.0
356,-176.81
357,-73.98
358,-173.3
359,-131.32
360,-130.0
361,-152.33
362,-159.11
363,-471.78
364,-388.99
365,-159.52
366,-149.29
367,-147.74
368,-140.76
369,-212.95
370,-172.44
371,-308.27
372,-172.58
373,-405.54
374,46.87
375,-145.09
376,-205.77
377,-190.14
378,-148.67
379,-231.28
380,-249.22
381,-357.18
382,-214.8
383,-139.41
384,-56.99
385,-149.61
386,-169.21
387,-118.76
388,-180.08
389,-280.58
390,-173.49
391,-174.83
392,-235.7
393,-152.82
