Ep,Ep_r
0,-196.49
1,-190.45
2,-210.94
3,-244.6
4,-362.85
5,-149.93
6,-159.11
7,-117.38
8,-144.74
9,-198.83
10,-265.76
11,-217.78
12,-131.95
13,-140.98
14,-122.62
15,-248.15
16,-299.26
17,-469.18
18,-171.3
19,-154.22
20,-232.81
21,-209.74
22,-186.68
23,-365.93
24,-144.98
25,-181.15
26,-152.65
27,-134.0
28,-125.33
29,-237.92
30,-57.23
31,-137.5
32,-343.06
33,-86.25
34,-40.45
35,-262.23
36,-229.03
37,-199.98
38,-170.15
39,-450.71
40,-128.27
41,-127.59
42,-174.86
43,-159.24
44,-418.04
45,-151.98
46,-216.29
47,-322.09
48,-559.35
49,-367.15
50,-109.61
51,-539.47
52,-193.02
53,-179.52
54,-112.22
55,-218.74
56,-206.41
57,-435.85
58,-389.78
59,-228.91
60,-239.67
61,-184.79
62,-153.81
63,-144.68
64,-149.32
65,-269.92
66,-257.82
67,-139.1
68,-180.77
69,-120.46
70,-228.64
71,-235.21
72,-165.84
73,-229.27
74,-267.11
75,-0.59
76,-239.19
77,-103.37
78,-209.18
79,-229.92
80,-253.78
81,-40.99
82,-27.29
83,-322.68
84,-173.82
85,-165.66
86,-240.73
87,-159.92
88,-327.2
89,-163.56
90,-197.0
91,-307.3
92,-119.64
93,-131.37
94,-129.51
95,-164.79
96,-341.96
97,-172.13
98,-530.56
99,-255.83
100,-167.27
101,-216.53
102,-449.4
103,-315.41
104,-226.23
105,-151.96
106,-111.04
107,-174.76
108,-156.36
109,-406.22
110,-125.23
111,-212.8
112,-459.57
113,-235.06
114,-160.32
115,-110.39
116,-378.02
117,-97.02
118,-208.18
119,-107.16
120,-391.0
121,-123.36
122,-255.76
123,-151.78
124,-321.71
125,-139.96
126,-148.55
127,-492.32
128,-157.37
129,-130.24
130,-105.83
131,-143.16
132,-247.97
133,-138.08
134,-160.16
135,-152.53
136,-317.99
137,-307.81
138,-350.72
139,-174.29
140,-288.09
141,-130.13
142,-145.11
143,-241.11
144,-195.3
145,-60.4
146,-114.35
147,-199.55
148,-191.32
149,-176.94
150,-121.27
151,-131.31
152,-183.16
153,-92.23
154,-219.6
155,-185.98
156,-199.54
157,-446.2
158,-341.88
159,-159.1
160,-211.49
161,-184.11
162,-191.08
163,-149.38
164,-372.82
165,-233.21
166,-334.91
167,-186.99
168,-138.8
169,-357.99
170,-273.44
171,-214.03
172,-247.6
173,-468.31
174,-213.82
175,-137.51
176,-175.43
177,-201.72
178,-197.44
179,-421.0
180,-203.79
181,-110.1
182,-124.56
183,-170.88
184,-387.57
185,-369.76
186,-142.08
187,-206.9
188,-158.96
189,-170.91
190,-253.15
191,-163.73
192,-384.63
193,-182.14
194,-164.9
195,-217.75
196,-140.63
197,-237.25
198,-194.5
199,-186.82
200,-348.07
201,-146.76
202,-103.51
203,-116.41
204,-199.87
205,-371.38
206,-199.25
207,-271.97
208,-350.85
209,-153.83
210,-240.82
211,-165.45
212,-388.24
213,-144.75
214,-143.72
215,-263.06
216,-286.13
217,-299.16
218,-160.63
219,-180.77
220,-287.13
221,-355.88
222,-106.81
223,-306.71
224,-115.55
225,-204.81
226,-161.8
227,-366.47
228,-316.67
229,-395.69
230,-447.93
231,-170.61
232,-131.16
233,-160.85
234,-377.25
235,-179.2
236,-141.33
237,-144.02
238,-105.25
239,-128.88
240,-202.57
241,-122.1
242,-600.26
243,-166.68
244,-98.95
245,-392.54
246,-171.35
247,-95.94
248,-152.4
249,-169.4
250,-400.43
251,-82.05
252,-201.59
253,-197.36
254,-130.32
255,-214.63
256,-323.64
257,-280.72
258,-160.53
259,-191.14
260,-408.88
261,-156.55
262,-266.38
263,-265.46
264,-151.74
265,-445.07
266,-140.95
267,-205.47
268,-154.42
269,-217.3
270,-231.42
271,-212.63
272,-192.1
273,-143.99
274,-136.27
275,-206.51
276,-159.17
277,-150.26
278,-183.23
279,-151.88
280,-191.67
281,-147.82
282,-141.75
283,-164.25
284,-198.12
285,-133.29
286,-263.17
287,-112.15
288,-167.45
289,-194.5
290,-203.6
291,-159.74
292,-122.23
293,-205.78
294,-264.37
295,-46.04
296,-176.07
297,-154.04
298,-155.32
299,-153.57
300,-180.73
301,-317.46
302,-249.24
303,-185.44
304,-364.13
305,-180.53
306,-377.35
307,-184.14
308,-166.64
309,-188.37
310,-434.13
311,-177.33
312,-173.79
313,-290.31
314,-125.04
315,-113.78
316,-226.55
317,-170.36
318,-139.87
319,-294.96
320,-147.29
321,-123.23
322,-210.37
323,-293.16
324,-215.01
325,-383.44
326,-311.95
327,-311.22
328,-365.72
329,-203.79
330,-487.82
331,-312.82
332,-107.55
333,-162.44
334,-227.32
335,-183.66
336,-155.69
337,-311.15
338,-124.66
339,-193.27
340,-163.76
341,-214.49
342,-192.42
343,-421.33
344,-123.09
345,-134.17
346,-135.58
347,-348.74
348,-216.6
349,-189.12
350,-368.26
351,-466.11
352,-117.69
353,-317.59
354,-220.89
355,-163.74
356,-155.17
357,-103.87
358,-172.04
359,-31.81
360,-122.68
361,-310.79
362,-167.48
363,-210.83
364,-185.87
365,-205.22
366,-330.75
367,-146.79
368,-131.9
369,-142.43
370,-282.21
371,-106.15
372,-117.99
373,-223.33
374,-97.43
375,-138.65
376,-166.25
377,-204.87
378,-161.67
379,-152.42
380,-264.48
381,-217.88
382,-145.1
383,-201.68
384,-279.08
385,-221.72
386,-355.27
387,-127.95
388,-177.96
389,-191.77
390,-121.42
391,-293.65
392,-139.04
393,-117.72
394,-223.36
395,-166.63
396,-208.69
397,-236.96
398,-157.04
399,-172.46
400,-151.08
401,-118.14
402,-130.57
403,-158.83
404,-178.11
405,-235.65
406,-149.12
407,-142.69
408,-391.45
409,-182.47
410,-146.74
411,-156.49
412,-239.62
413,-164.91
414,-290.08
415,-327.15
416,-165.11
417,-149.55
418,-142.1
419,-208.3
420,-137.94
421,-150.35
