Ep,Ep_r,epsilon
0,-420.680898,1.0
1,-181.541208,1.0
2,-198.976232,1.0
3,-266.78194,1.0
4,-280.769776,1.0
5,-200.192891,1.0
6,-212.340188,1.0
7,-137.966254,1.0
8,-325.660502,1.0
9,-301.876171,1.0
10,-186.249419,1.0
11,-146.552749,1.0
12,-182.991378,1.0
13,-121.84352,1.0
14,-145.163391,1.0
15,-361.84276,1.0
16,-319.302703,1.0
17,-233.353856,1.0
18,-254.545777,1.0
19,-161.516003,1.0
20,-543.77051,1.0
21,-196.665208,1.0
22,-131.161212,1.0
23,-258.415288,1.0
24,-244.203674,1.0
25,-283.954671,1.0
26,-190.70153,1.0
27,-306.305898,1.0
28,-142.795227,1.0
29,-270.593399,1.0
30,-226.258653,1.0
31,-180.701642,1.0
32,-215.542454,1.0
33,-446.971229,1.0
34,-122.653078,1.0
35,-175.002545,1.0
36,-268.332255,1.0
37,-186.055722,1.0
38,-148.166912,1.0
39,-139.178675,1.0
40,-131.330258,1.0
41,-147.263809,1.0
42,-174.893543,1.0
43,-187.780515,1.0
44,-452.762326,1.0
45,-153.958544,1.0
46,-126.969648,1.0
47,-372.963426,1.0
48,-145.875127,1.0
49,-289.132883,1.0
50,-253.356937,1.0
51,-276.047188,1.0
52,-141.823124,1.0
53,-129.398134,1.0
54,-132.319937,1.0
55,-278.58031,1.0
56,-314.209177,1.0
57,-263.963086,1.0
58,-340.025532,1.0
59,-166.746868,1.0
60,-188.701902,1.0
61,-153.035584,1.0
62,-247.542114,1.0
63,-179.874595,1.0
64,-144.914575,1.0
65,-362.548912,1.0
66,-221.351359,1.0
67,-145.647393,1.0
68,-209.33474,1.0
69,-116.764663,1.0
70,-156.390132,1.0
71,-184.354573,1.0
72,-204.381828,1.0
73,-149.6358,1.0
74,-178.391706,1.0
75,-161.515676,1.0
76,-144.456599,1.0
77,-182.081949,1.0
78,-295.251296,1.0
79,-402.993325,1.0
80,-445.190746,1.0
81,-290.536713,1.0
82,-149.542485,1.0
83,-388.09437,1.0
84,-214.802348,1.0
85,-162.920554,1.0
86,-149.141819,1.0
87,-274.200277,1.0
88,-153.41954,1.0
89,-302.253565,1.0
90,-257.019409,1.0
91,-372.591315,1.0
92,-348.538143,1.0
93,-168.059083,1.0
94,-327.170668,1.0
95,-181.166243,1.0
96,-325.54225,1.0
97,-275.728651,1.0
98,-158.241477,1.0
99,-219.066734,1.0
100,-236.380371,1.0
101,-177.083562,1.0
102,-161.385901,1.0
103,-390.916622,1.0
104,-202.477054,1.0
105,-126.684164,1.0
106,-274.684624,1.0
107,-258.506119,1.0
108,-497.993612,1.0
109,-123.367861,1.0
110,-184.862392,1.0
111,-105.006233,1.0
112,-185.09876,1.0
113,-214.490184,1.0
114,-225.76424,1.0
115,-190.282356,1.0
116,-386.245621,1.0
117,-486.143914,1.0
118,-373.396731,1.0
119,-163.074086,1.0
120,-116.390916,1.0
121,-167.269646,1.0
122,-213.086713,1.0
123,-166.746688,1.0
124,-343.674771,1.0
125,-145.293232,1.0
126,-139.670372,1.0
127,-141.502385,1.0
128,-114.079258,1.0
129,-255.305,1.0
130,-372.869269,0.994164
131,-233.876462,0.988363
132,-170.041677,0.982595
133,-146.752827,0.976862
134,-400.028402,0.971161
135,-302.499651,0.965495
136,-98.015444,0.959861
137,-134.363259,0.954261
138,-136.101101,0.948694
139,-179.340012,0.943159
140,-142.46075,0.937656
141,-123.873954,0.932186
142,-197.110353,0.926748
143,-74.937062,0.921342
144,-125.709116,0.915968
145,-117.348683,0.910625
146,-177.972889,0.905313
147,-184.192551,0.900033
148,-182.351267,0.894783
149,-199.036679,0.889565
150,-50.961491,0.884377
151,-134.448253,0.879219
152,-201.213745,0.874092
153,-130.306077,0.868994
154,-122.731022,0.863927
155,-131.367555,0.858889
156,-157.357817,0.853881
157,-199.52602,0.848902
158,-150.973246,0.843953
159,-135.713882,0.839032
160,-123.907791,0.834141
161,-167.779456,0.829278
162,-139.31597,0.824443
163,-151.037968,0.819637
164,-143.033424,0.814859
165,-94.131144,0.810109
166,-151.341629,0.805387
167,-182.835322,0.800693
168,-117.76515,0.796026
169,-149.790417,0.791387
170,-155.837304,0.786774
171,-127.939279,0.782189
172,-90.57095,0.777631
173,-105.77405,0.773099
174,-110.674011,0.768594
175,-139.991237,0.764116
176,-91.994215,0.759664
177,-139.248451,0.755237
178,-82.291293,0.750837
179,-127.628582,0.746463
180,-155.079591,0.742114
181,-100.106449,0.737791
182,-96.994861,0.733493
183,-136.45415,0.72922
184,-133.513125,0.724973
185,-78.891448,0.72075
186,-79.781572,0.716552
187,-137.882594,0.712379
188,-48.470873,0.70823
189,-108.884879,0.704105
190,-70.616971,0.700005
191,-100.96827,0.695929
192,-134.577204,0.691876
193,-128.535973,0.687848
194,-89.078378,0.683843
195,-150.404264,0.679861
196,-153.441315,0.675903
197,-83.963126,0.671968
198,-130.214047,0.668057
199,-80.996901,0.664168
200,-118.679914,0.660302
201,-137.717423,0.656458
202,-57.098292,0.652637
203,-79.549825,0.648839
204,-80.070467,0.645063
205,-87.752178,0.641309
206,-137.956147,0.637577
207,-104.382914,0.633867
208,-56.214854,0.630178
209,-116.234917,0.626512
210,-118.521928,0.622866
211,-69.456576,0.619242
212,-114.697983,0.61564
213,-97.511644,0.612058
214,-95.771394,0.608498
215,-94.536443,0.604958
216,-75.667783,0.60144
217,-111.730239,0.597941
218,-117.652276,0.594464
219,-176.680265,0.591007
