Ep,Ep_r
0,-366.63
1,-116.03
2,-302.8
3,-151.1
4,-391.43
5,-182.39
6,-247.09
7,-123.52
8,-154.03
9,-455.65
10,-176.31
11,-385.7
12,-177.18
13,-277.91
14,-140.97
15,-250.98
16,-315.34
17,-99.33
18,-286.51
19,-169.16
20,-145.21
21,-255.85
22,-321.83
23,-114.94
24,-484.27
25,-288.91
26,-136.49
27,-333.77
28,-209.68
29,-124.58
30,-72.12
31,-198.7
32,-239.1
33,-182.12
34,-142.57
35,-65.23
36,-169.6
37,-276.42
38,-363.44
39,-245.42
40,-289.17
41,-197.99
42,-301.98
43,-136.92
44,-493.5
45,-230.81
46,-185.46
47,-128.34
48,-166.86
49,-168.69
50,-151.05
51,-301.92
52,-280.75
53,-123.7
54,-344.42
55,-141.0
56,-140.62
57,-413.07
58,-258.06
59,-222.19
60,-236.21
61,-63.89
62,-119.03
63,-160.32
64,-131.91
65,-416.12
66,-219.39
67,-389.34
68,-380.63
69,-259.82
70,-254.62
71,-232.94
72,-161.29
73,-156.53
74,-148.71
75,-163.87
76,-133.07
77,-213.12
78,-130.32
79,-346.22
80,-249.44
81,-160.9
82,-273.47
83,-188.19
84,-137.36
85,-327.79
86,-274.08
87,-140.98
88,-174.32
89,-211.04
90,-298.51
91,-245.38
92,-284.79
93,-371.84
94,-124.4
95,-148.33
96,-119.42
97,-153.06
98,-268.07
99,-457.24
100,-156.8
101,-249.37
102,-258.88
103,-232.96
104,-153.3
105,-336.61
106,-146.22
107,-412.86
108,-221.05
109,-158.71
110,-179.76
111,-160.86
112,-237.29
113,-198.78
114,-145.01
115,-68.91
116,-165.85
117,-306.72
118,-161.59
119,-202.32
120,-219.7
121,-209.9
122,-333.89
123,-134.27
124,-145.65
125,-160.39
126,-175.85
127,-87.63
128,-335.54
129,-283.73
130,-295.63
131,-176.16
132,-104.84
133,-271.97
134,-458.28
135,-147.79
136,-46.32
137,-194.45
138,-290.57
139,-154.63
140,-202.59
141,-161.54
142,-173.09
143,-246.61
144,-218.39
145,-329.7
146,-237.77
147,-264.86
148,-210.3
149,-200.99
150,-163.38
151,-180.21
152,-384.55
153,-178.26
154,-359.64
155,-183.1
156,-263.63
157,-358.62
158,-204.29
159,-218.25
160,-482.7
161,-177.98
162,-380.67
163,-88.08
164,-179.45
165,-333.64
166,-174.9
167,-156.25
168,-145.59
169,-141.92
170,-142.48
171,-192.07
172,-162.0
173,-220.42
174,-276.66
175,-151.96
176,-204.03
177,-201.15
178,-332.0
179,-245.33
180,-301.04
181,-170.52
182,-132.81
183,-273.51
184,-232.35
185,-91.7
186,-249.57
187,-141.38
188,-434.71
189,-140.0
190,-158.8
191,-111.16
192,-126.73
193,-184.1
194,-174.05
195,-141.71
196,-154.24
197,-25.74
198,-146.97
199,-159.84
200,-182.44
201,-284.65
202,-143.36
203,-81.22
204,-120.68
205,-207.92
206,-151.31
207,-187.48
208,-186.72
209,-187.11
210,-135.14
211,-311.55
212,-149.14
213,-204.68
214,-181.19
215,-170.22
216,-84.76
217,-403.09
218,-179.19
219,-122.65
220,-149.33
221,-185.06
222,-279.34
223,-227.43
224,-166.93
225,-189.27
226,-287.94
227,-186.65
228,-368.58
229,-193.63
230,-172.56
231,-163.87
232,-193.76
233,-346.12
234,-490.95
235,-380.55
236,-182.91
237,-214.88
238,-89.14
239,-173.39
240,-216.9
241,-162.42
242,-162.42
243,-237.76
244,-402.75
245,-206.28
246,-143.7
247,-251.84
248,-145.54
249,-149.57
250,-174.91
251,-421.02
252,-178.8
253,-323.85
254,-429.95
255,-168.7
256,-209.36
257,-186.2
258,-118.27
259,-357.71
260,-220.72
261,-145.38
262,-234.43
263,-127.65
264,-162.57
265,-143.19
266,-205.62
267,-109.38
268,-144.3
269,-138.0
270,-260.04
271,-222.23
272,-393.19
273,-118.32
274,-156.97
275,-52.34
276,-293.02
277,-204.44
278,-159.57
279,-154.55
280,-142.25
281,-119.13
282,-154.86
283,-127.02
284,-214.11
285,-142.05
286,-300.44
287,-241.76
288,-148.45
289,-442.9
290,-145.56
291,-365.43
292,-146.41
293,-201.6
294,-210.74
295,-146.67
296,-185.32
297,-220.86
298,-197.7
299,-136.24
300,-168.92
301,-61.09
302,-47.47
303,-324.5
304,-179.51
305,-158.75
306,-126.08
307,-426.0
308,-154.72
309,-116.54
310,-161.06
311,-150.46
312,-126.55
313,-463.05
314,-268.46
315,-255.77
316,-135.79
317,-162.6
318,-147.87
319,-130.85
320,-122.41
321,-164.92
322,-201.11
323,-210.52
324,-118.12
325,-181.13
326,-160.3
327,-234.16
328,-229.35
329,-215.2
330,-397.7
331,-245.68
332,-36.23
333,-125.06
334,-228.54
335,-250.62
336,-320.81
337,-470.31
338,-262.37
339,-197.46
340,-137.58
341,-166.26
342,-455.02
343,-261.11
344,-405.25
345,-309.92
346,-214.0
347,-130.64
348,-158.38
349,-272.22
350,-117.1
351,-280.25
352,-172.52
353,-111.32
354,-133.51
355,-378.11
356,-183.13
357,-224.33
358,-308.76
359,-26.54
360,-168.47
361,-372.62
362,-169.64
363,-138.07
364,-282.49
365,-150.49
366,-327.77
367,-153.07
368,-436.28
369,-55.39
370,-181.68
371,-335.64
372,-209.89
373,-151.29
374,-163.17
375,-228.67
376,-144.2
377,-356.59
378,-176.26
379,-135.17
380,-144.73
381,-156.9
382,-138.43
383,-249.62
384,-260.16
385,-168.69
386,-212.82
387,-124.81
388,-425.73
389,-172.52
390,-138.53
391,-169.06
392,-131.88
393,-241.88
394,-229.53
395,-192.51
396,-172.28
397,-279.26
398,-369.23
399,-204.0
400,-152.33
401,-149.88
402,-300.92
403,-32.58
404,-362.5
405,-212.39
406,-170.46
407,-189.4
408,-486.39
409,-129.05
410,-121.81
411,-394.96
412,-420.92
413,-158.07
414,-80.22
415,-189.99
416,-593.46
417,-211.39
418,-133.23
419,-155.56
420,-165.93
421,-278.86
422,-292.23
423,-161.67
424,-255.73
425,-177.05
426,-202.34
427,-148.91
428,-60.53
429,-405.61
430,-211.88
431,-108.64
432,-149.35
433,-207.51
434,-197.77
435,-218.69
436,-138.25
437,-171.91
438,-179.08
439,-207.67
440,-287.16
441,-148.71
442,-172.84
443,-211.14
444,-145.78
445,-247.4
446,-182.7
447,-282.43
448,-157.95
449,-311.25
450,-170.82
451,-247.17
452,-208.22
453,-168.81
454,-195.02
455,-124.35
456,-202.53
457,-218.59
458,-139.62
459,-211.09
460,-156.85
461,-193.36
462,-303.99
463,-165.74
464,-125.63
465,-240.67
466,-200.9
467,-132.23
468,-255.64
469,-123.27
470,-199.96
471,-285.1
472,-157.45
473,-175.95
474,-140.66
475,-198.66
476,-156.3
477,-133.04
478,-108.11
479,-137.22
480,-226.26
481,-303.98
482,-45.88
483,-293.12
484,-256.2
485,-158.54
486,-140.61
487,-353.3
488,-176.01
489,-215.73
490,-498.63
491,-449.48
492,-195.36
493,-194.8
494,-148.97
495,-185.38
496,-343.67
497,-386.59
498,-158.49
499,-186.15
500,-162.94
501,-261.47
502,-186.53
503,-247.41
504,-155.47
505,-221.52
506,-188.68
507,-262.97
508,-256.66
509,-158.79
510,-84.43
511,-192.64
512,-318.59
513,-183.15
514,-114.48
515,-206.37
516,-163.0
517,-168.0
518,-355.42
519,-327.37
520,-181.99
521,-118.0
522,-200.4
523,-271.96
524,-434.1
525,-332.56
526,-208.73
527,-156.62
528,-213.23
529,-192.27
530,-228.74
531,-45.3
532,-110.26
533,-187.48
534,-192.37
535,-181.55
536,-130.81
537,-361.21
538,-181.53
539,-145.37
540,-287.81
541,-166.35
542,-441.1
543,-152.88
544,-241.52
545,-208.75
546,-272.0
547,-143.8
548,-212.22
549,-150.03
550,-159.46
551,-269.25
552,-224.0
553,-177.1
554,-192.49
555,-90.13
556,-194.01
557,-249.92
558,-163.92
559,-404.81
560,-161.43
561,-272.35
562,-348.6
563,-151.74
564,-125.83
565,-227.29
566,-135.35
567,-286.91
568,-242.58
569,-451.25
570,-16.75
571,-182.82
572,-214.8
573,-482.76
574,-175.23
575,-159.23
576,-223.96
577,-140.26
578,-166.88
579,-180.29
580,-253.69
581,-138.53
582,-168.68
583,-246.7
584,-241.34
585,-188.04
586,-345.0
587,-160.32
588,-400.6
589,-151.41
590,-178.12
591,-260.81
592,-185.53
593,-154.77
594,-43.69
595,-191.62
596,-155.87
597,-219.06
598,-197.68
599,-220.02
600,-196.03
601,-231.7
602,-387.13
603,-175.06
604,-179.61
605,-388.52
606,-32.19
607,-136.9
608,-165.48
609,-171.18
610,-183.01
611,-108.37
612,-186.48
613,-181.33
614,-205.32
615,-173.99
616,-137.83
617,-248.16
618,-136.75
619,-147.07
620,-184.2
621,-317.84
622,-149.52
623,-169.36
624,-172.3
625,-133.2
626,-271.6
627,-470.63
628,-127.35
629,-141.33
630,-171.59
631,-408.51
632,-199.21
633,-122.9
634,-360.16
635,-142.43
636,-204.65
637,-183.91
638,-173.62
639,-361.81
640,-274.51
641,-264.1
642,-126.66
643,-193.32
644,-315.37
645,-326.13
646,-170.69
647,-154.67
648,-184.27
649,-265.53
650,-175.76
651,-263.12
652,-48.51
653,-136.05
654,-164.58
655,-219.62
656,-299.02
657,-163.86
658,-158.24
659,-248.15
660,-172.28
661,-154.38
662,-238.77
663,-191.34
664,-318.21
665,-116.95
666,-161.43
667,-202.23
668,-270.46
669,-155.18
670,-223.74
671,-168.53
672,-246.03
673,-146.23
674,-304.94
675,-141.86
676,-163.25
677,-296.53
678,-161.41
679,-148.52
680,-149.17
681,-319.47
682,-153.48
683,-200.27
684,-332.69
685,-292.73
686,-243.46
687,-170.87
688,-142.64
689,-239.71
690,-143.21
691,-175.97
692,-139.75
693,-196.11
694,-30.87
695,-191.71
696,-152.12
697,-205.25
698,-164.34
699,-101.16
