Ep,Ep_r,epsilon
0,-244.789675,1.0
1,-254.328979,1.0
2,-251.678715,1.0
3,-277.028213,1.0
4,-184.329856,1.0
5,-65.52206,1.0
6,-178.898516,1.0
7,-171.119966,1.0
8,-134.235701,1.0
9,-211.272533,1.0
10,-341.421234,1.0
11,-146.193041,1.0
12,-147.128098,1.0
13,-138.467941,1.0
14,-262.308301,1.0
15,-264.99015,1.0
16,-145.677141,1.0
17,-120.447406,1.0
18,-135.652814,1.0
19,-146.363293,1.0
20,-390.342834,1.0
21,-72.927519,1.0
22,-250.640913,1.0
23,-196.561167,1.0
24,-329.469703,1.0
25,-387.549614,1.0
26,-527.457713,1.0
27,-196.161497,1.0
28,-367.802506,1.0
29,-178.976437,1.0
30,-205.198082,1.0
31,-404.573744,1.0
32,-55.955873,1.0
33,-294.550113,1.0
34,-175.45339,1.0
35,-145.93588,1.0
36,-269.582496,1.0
37,-104.033636,1.0
38,-396.692202,1.0
39,-176.120377,1.0
40,-173.739393,1.0
41,-176.064049,1.0
42,-143.708593,1.0
43,-354.394057,1.0
44,-262.750817,1.0
45,-152.405114,1.0
46,-241.042721,1.0
47,-176.236117,1.0
48,-212.391151,1.0
49,-218.72658,1.0
50,-147.432321,1.0
51,-587.254879,1.0
52,-194.879721,1.0
53,-128.889821,1.0
54,-249.254807,1.0
55,-271.313582,1.0
56,-220.281851,1.0
57,-172.557265,1.0
58,-133.233652,1.0
59,-335.591494,1.0
60,-86.926455,1.0
61,-245.244394,1.0
62,-161.301642,1.0
63,-201.510064,1.0
64,-307.517669,1.0
65,-170.461439,1.0
66,-388.416444,1.0
67,-124.305843,1.0
68,-166.325564,1.0
69,-133.723949,1.0
70,-161.910523,1.0
71,-218.532563,1.0
72,-182.831571,1.0
73,-467.708585,1.0
74,-213.576731,1.0
75,-97.535857,1.0
76,-283.941609,1.0
77,-126.210738,1.0
78,-136.740996,1.0
79,-390.328478,1.0
80,-130.124644,1.0
81,-246.439836,1.0
82,-454.930471,1.0
83,-123.380108,1.0
84,-200.546849,1.0
85,-232.203543,1.0
86,-258.593402,1.0
87,-118.378216,1.0
88,-287.643612,1.0
89,-298.85322,1.0
90,-390.150253,1.0
91,-90.896974,1.0
92,-187.68416,1.0
93,-420.252767,1.0
94,-328.733153,1.0
95,-257.416076,1.0
96,-136.399849,1.0
97,-172.104717,1.0
98,-161.645576,1.0
99,-596.607216,1.0
100,-54.069434,1.0
101,-239.927428,1.0
102,-143.035873,1.0
103,-46.726281,1.0
104,-181.870545,1.0
105,-151.91693,1.0
106,-339.779195,1.0
107,-460.495166,1.0
108,-157.162464,1.0
109,-198.676237,1.0
110,-424.835764,1.0
111,-131.799758,1.0
112,-418.210984,1.0
113,-160.771592,1.0
114,-391.159406,1.0
115,-372.379869,1.0
116,-233.168316,1.0
117,-157.1535,1.0
118,-375.427609,1.0
119,-205.868485,1.0
120,-130.024477,1.0
121,-188.412137,1.0
122,-181.340237,1.0
123,-442.813436,1.0
124,-376.512455,1.0
125,-319.931338,1.0
126,-267.512087,1.0
127,-243.004294,1.0
128,-288.331121,1.0
129,-452.708321,1.0
130,-166.103902,1.0
131,-448.359455,0.994164
132,-129.452899,0.988363
133,-219.841419,0.982595
134,-361.973702,0.976862
135,-161.757264,0.971161
136,-175.576216,0.965495
137,-112.485128,0.959861
138,-116.659551,0.954261
139,-277.426397,0.948694
140,-441.963011,0.943159
141,-172.787076,0.937656
142,-193.801855,0.932186
143,-57.395445,0.926748
144,-220.203348,0.921342
145,-120.418999,0.915968
146,-295.62005,0.910625
147,-200.532515,0.905313
148,-256.562801,0.900033
149,-302.138298,0.894783
150,-28.030132,0.889565
151,-143.675892,0.884377
152,-177.011572,0.879219
153,-143.634519,0.874092
154,-227.034722,0.868994
155,-474.625298,0.863927
156,-121.731539,0.858889
157,-170.188146,0.853881
158,-334.345866,0.848902
159,-126.27718,0.843953
160,-163.648988,0.839032
161,-134.193562,0.834141
162,-87.115486,0.829278
163,-424.612336,0.824443
164,-486.557485,0.819637
165,-316.440966,0.814859
166,-164.435168,0.810109
167,-84.789562,0.805387
168,-105.415659,0.800693
169,-161.755294,0.796026
170,-62.399159,0.791387
171,-282.141936,0.786774
172,-225.260299,0.782189
173,-132.638266,0.777631
174,-167.49807,0.773099
175,-430.262072,0.768594
176,-176.077991,0.764116
177,-93.094072,0.759664
178,-40.659242,0.755237
179,-161.723922,0.750837
180,-221.469163,0.746463
181,-162.299597,0.742114
182,-34.212074,0.737791
183,-190.948506,0.733493
184,-101.251076,0.72922
185,-146.704227,0.724973
186,-154.926816,0.72075
187,-125.90281,0.716552
188,-206.199775,0.712379
189,-169.502028,0.70823
190,-183.043106,0.704105
191,-73.360194,0.700005
192,-141.512831,0.695929
193,-166.35389,0.691876
194,-148.831518,0.687848
195,-136.996628,0.683843
196,-45.906065,0.679861
197,-126.796604,0.675903
198,-109.416255,0.671968
199,-159.954171,0.668057
200,-98.353632,0.664168
201,-121.267113,0.660302
202,-117.890908,0.656458
203,-136.090747,0.652637
204,-110.23181,0.648839
205,-114.045213,0.645063
206,-152.550192,0.641309
207,-95.793401,0.637577
208,-53.441072,0.633867
209,-78.985224,0.630178
210,-69.035337,0.626512
211,-227.586942,0.622866
212,-125.450675,0.619242
213,-109.273889,0.61564
214,-88.016535,0.612058
215,-92.572164,0.608498
216,-57.330942,0.604958
217,-101.102564,0.60144
218,-91.559538,0.597941
219,-96.603781,0.594464
220,-64.55454,0.591007
221,-49.715566,0.58757
222,-83.294955,0.584153
223,-81.66619,0.580756
224,-121.767348,0.577379
225,-61.830259,0.574022
226,-119.18997,0.570685
227,-42.687905,0.567367
228,-189.275894,0.564069
229,-296.026374,0.56079
230,-82.141345,0.55753
231,-144.036362,0.554289
232,-86.631256,0.551068
233,-41.152379,0.547865
234,-54.878635,0.544681
235,-77.26553,0.541516
236,-85.889135,0.538369
237,-109.166365,0.535241
238,-54.655857,0.532131
239,-92.006181,0.529039
240,-87.117737,0.525966
241,-114.736385,0.52291
242,-97.371859,0.519872
243,-125.510509,0.516853
244,-99.879876,0.513851
245,-59.195794,0.510866
246,-101.185235,0.507899
247,-72.728493,0.50495
248,-108.364504,0.502017
249,-104.549722,0.499102
250,-103.010032,0.496204
251,-133.690776,0.493323
252,-136.739339,0.490459
253,-76.856898,0.487612
254,-26.25227,0.484782
255,-103.489957,0.481968
256,-106.22063,0.47917
257,-255.510564,0.476389
258,-157.762598,0.473624
259,-75.534295,0.470876
260,-201.37465,0.468143
261,-262.000591,0.465427
262,1.175236,0.462727
263,-118.300271,0.460042
264,-109.716881,0.457373
265,-60.973191,0.45472
266,-86.093245,0.452082
267,-56.367898,0.44946
268,2.448317,0.446853
269,-67.921274,0.444262
270,-66.189047,0.441686
271,-47.601571,0.439124
272,-60.839798,0.436578
273,-95.261558,0.434047
274,-143.498948,0.431531
275,-226.91009,0.429029
276,-64.512753,0.426542
277,-139.193771,0.42407
278,-177.119919,0.421612
279,-82.293761,0.419168
280,-138.860147,0.416739
281,-222.903383,0.414324
282,-90.824474,0.411923
283,-75.519379,0.409537
284,-229.38531,0.407164
285,-130.95974,0.404805
286,-226.520959,0.402461
287,-86.471265,0.400129
288,-25.107319,0.397812
289,-210.988687,0.395508
290,-339.291722,0.393218
291,-183.077904,0.390941
292,-247.980306,0.388677
293,-205.56262,0.386427
294,-351.06263,0.38419
295,-344.532562,0.381966
296,-344.521928,0.379755
297,-55.797564,0.377557
298,-324.332894,0.375372
299,-312.442733,0.3732
300,-48.734218,0.37104
301,-36.792459,0.368893
302,-272.509223,0.366759
303,-288.879285,0.364637
304,-146.035091,0.362528
305,-32.602564,0.360431
306,-365.329737,0.358346
307,-313.240278,0.356274
308,-315.610294,0.354214
309,-287.364353,0.352165
310,-300.369145,0.350129
311,-201.008358,0.348105
312,47.158384,0.346093
313,-136.288053,0.344092
314,-242.46538,0.342103
315,-287.60881,0.340126
316,-13.582204,0.338161
317,-53.403734,0.336207
318,-344.45774,0.334264
319,-260.248594,0.332333
320,-149.46147,0.330413
321,-38.215875,0.328505
322,-136.48006,0.326607
323,-71.042849,0.324721
324,-255.889254,0.322846
325,-233.795461,0.320982
326,-287.895715,0.319128
327,52.672211,0.317286
328,164.333686,0.315454
329,-255.329424,0.313634
330,-241.997735,0.311823
331,-60.307249,0.310024
332,-151.882142,0.308235
333,-51.288621,0.306456
334,-66.620051,0.304688
335,-138.523827,0.302931
336,-35.595535,0.301183
337,56.841965,0.299446
338,98.098557,0.297719
339,-212.534023,0.296002
340,86.179852,0.294295
341,-77.38133,0.292599
342,-98.296699,0.290912
343,-98.605769,0.289235
344,-433.633478,0.287568
345,-76.668269,0.285911
346,-68.629228,0.284263
347,117.575828,0.282625
348,-168.066535,0.280997
349,171.520837,0.279378
350,175.543562,0.277769
351,-170.116059,0.276169
352,181.186733,0.274579
353,-60.721547,0.272998
354,-126.083182,0.271426
355,170.992707,0.269863
356,105.604248,0.26831
357,-343.619517,0.266765
358,155.746558,0.26523
359,-1.189632,0.263704
360,-1.437224,0.262187
361,-239.398807,0.260678
362,-53.973902,0.259179
363,178.887331,0.257688
364,-61.866232,0.256206
365,112.854521,0.254732
366,-5.13182,0.253268
367,185.694448,0.251812
368,179.120609,0.250364
369,154.576182,0.248925
370,17.948817,0.247494
371,196.002978,0.246072
372,222.169764,0.244658
373,223.636116,0.243252
374,-179.901563,0.241855
