Ep,Ep_r
0,-169.17
1,-198.79
2,-217.05
3,-206.79
4,-188.82
5,-179.53
6,-392.46
7,-142.96
8,-161.7
9,-164.32
10,-177.03
11,-202.5
12,-77.97
13,-263.23
14,-98.94
15,-176.5
16,-143.99
17,-184.48
18,-141.19
19,-249.34
20,-272.9
21,-181.09
22,-218.19
23,-188.02
24,-132.35
25,-132.07
26,-367.36
27,-247.77
28,-179.94
29,-118.81
30,-132.24
31,-314.16
32,-129.91
33,-214.06
34,-171.84
35,-142.77
36,-164.12
37,-204.28
38,-547.51
39,-239.77
40,-243.05
41,-267.01
42,-304.49
43,-376.24
44,-241.53
45,-134.53
46,-109.92
47,-277.25
48,-116.05
49,-341.77
50,-165.81
51,-283.16
52,-126.97
53,-395.89
54,-171.78
55,-261.06
56,-177.13
57,-422.65
58,-502.51
59,-336.14
60,-430.9
61,-136.26
62,-183.95
63,-337.54
64,-461.56
65,-197.21
66,-497.78
67,-174.46
68,-295.42
69,-142.98
70,-344.14
71,-144.67
72,-315.35
73,-269.2
74,-359.33
75,-64.18
76,-116.22
77,-175.61
78,-225.07
79,-122.79
80,-399.39
81,-388.07
82,-121.32
83,-251.19
84,-217.37
85,-175.63
86,-178.0
87,-208.3
88,-399.69
89,-459.63
90,-302.34
91,-158.22
92,-159.57
93,-231.59
94,-224.15
95,-549.75
96,-158.87
97,-174.97
98,-270.24
99,-250.73
100,-370.36
101,-284.34
102,-193.81
103,-414.44
104,-122.8
105,-269.65
106,-221.5
107,-238.92
108,-254.14
109,-222.15
110,-138.31
111,-123.6
112,-101.48
113,-132.94
114,-197.26
115,-116.61
116,-245.1
117,-172.3
118,-255.23
119,-125.39
120,-141.01
121,-174.33
122,-348.17
123,-173.44
124,-144.48
125,-137.35
126,-146.7
127,-95.3
128,-119.23
129,-468.43
130,-108.48
131,-212.03
132,-23.97
133,-147.72
134,-264.84
135,-327.34
136,-188.42
137,-238.25
138,-396.44
139,-311.34
140,-391.78
141,-109.43
142,-216.82
143,-135.95
144,-251.99
145,-301.66
146,-106.3
147,-174.96
148,-153.58
149,-240.13
150,-21.8
151,-200.37
152,-260.41
153,-407.49
154,-288.8
155,-229.23
156,-384.89
157,-169.29
158,-390.53
159,-160.89
160,-550.67
161,-379.44
162,-147.96
163,-239.13
164,-157.54
165,-367.55
166,-416.27
167,-526.98
168,-192.39
169,-193.36
170,-345.76
171,-177.26
172,-153.47
173,-256.98
174,-120.78
175,-158.64
176,-144.03
177,-135.61
178,-162.89
179,-119.79
180,-268.09
181,-138.47
182,-227.88
183,-146.43
184,-147.53
185,-221.89
186,-150.68
187,-272.44
188,-313.46
189,-146.54
190,-127.14
191,-172.87
192,-125.16
193,-235.51
194,-535.79
195,-435.91
196,-150.94
197,-102.99
198,-165.31
199,-156.65
200,-201.23
201,-176.78
202,-162.47
203,-119.17
204,-267.49
205,-349.9
206,-380.13
207,-192.11
208,-515.64
209,-287.69
210,-433.86
211,-127.08
212,-155.46
213,-307.49
214,-148.04
215,-108.34
216,-378.91
217,-214.22
218,-534.51
219,-169.78
220,-182.88
221,-118.11
222,-174.39
223,-192.37
224,-95.37
225,-156.41
226,-162.55
227,-38.6
228,-146.06
229,-240.69
230,-114.75
231,-235.8
232,-291.81
233,-372.38
234,-134.51
235,-524.21
236,-210.56
237,-236.49
238,-411.62
239,-179.73
240,-407.33
241,-152.46
242,-86.71
243,-135.75
244,-364.32
245,-213.51
246,-355.12
247,-133.52
248,-109.12
249,-304.6
250,-225.56
251,-168.54
252,-242.25
253,-122.78
254,-153.56
255,-263.55
256,-115.87
257,-190.71
258,-262.03
259,-340.11
260,-161.88
261,-231.99
262,-173.49
263,-274.04
264,-191.17
265,-162.55
266,-301.66
267,-172.39
268,-134.93
269,-425.62
270,-235.65
271,-158.87
