Ep,Ep_r
0,-332.18
1,-170.45
2,-173.28
3,-355.77
4,-170.96
5,-373.46
6,-235.56
7,-219.77
8,-401.6
9,-146.2
10,-264.31
11,-324.59
12,-130.34
13,-161.91
14,-117.06
15,-214.6
16,-144.96
17,-382.83
18,-382.6
19,-114.75
20,-205.22
21,-179.26
22,-167.9
23,-351.9
24,-145.06
25,-180.89
26,-46.9
27,-224.03
28,-169.31
29,-249.83
30,-124.78
31,-149.97
32,-417.81
33,-143.28
34,-200.92
35,-109.72
36,-224.68
37,-140.42
38,-106.44
39,-49.48
40,-294.23
41,-355.3
42,-366.17
43,-84.41
44,-275.61
45,-474.63
46,-125.24
47,-138.75
48,-162.01
49,-247.11
50,-122.05
51,-463.05
52,-334.57
53,-456.86
54,-151.58
55,-484.23
56,-107.18
57,-139.92
58,-289.94
59,-385.44
60,-270.39
61,-266.07
62,-137.34
63,-343.92
64,-253.0
65,-141.2
66,-162.09
67,-206.49
68,-180.4
69,-139.73
70,-133.25
71,-167.87
72,-315.36
73,-253.57
74,-119.12
75,-30.75
76,-312.85
77,-291.46
78,-278.11
79,-160.94
80,-169.89
81,-152.5
82,-188.51
83,-174.99
84,-126.0
85,-160.74
86,-149.88
87,-137.04
88,-193.27
89,-344.36
90,-478.61
91,-32.82
92,-138.34
93,-339.23
94,-273.49
95,-194.48
96,-146.83
97,-442.21
98,-211.1
99,-5.05
100,-346.19
101,-224.05
102,-203.26
103,-152.02
104,-175.76
105,-109.6
106,-141.47
107,-300.17
108,-127.27
109,-281.38
110,-254.17
111,-194.73
112,-242.07
113,-161.32
114,-337.53
115,-177.25
116,-122.39
117,-219.41
118,-143.59
119,-145.75
120,-122.13
121,-297.38
122,-221.86
123,-149.06
124,-78.11
125,-204.13
126,-305.72
127,-137.17
128,-173.31
129,-168.41
130,-303.69
131,-240.39
132,-431.04
133,-343.24
134,-88.96
135,-158.79
136,-343.7
137,-186.85
138,-131.96
139,-453.8
140,-492.82
141,-135.94
142,-413.04
143,-195.48
144,-153.0
145,-185.58
146,-137.31
147,-338.16
148,-167.96
149,-307.26
150,-144.88
151,-230.55
152,-200.34
153,-264.99
154,-139.59
155,-240.84
156,-108.6
157,-219.92
158,-155.18
159,-25.13
160,-150.05
161,-136.01
162,-197.57
163,-505.16
164,-306.59
165,-131.05
166,-224.33
167,-146.82
168,-174.78
169,-435.39
170,-140.83
171,-194.78
172,-155.66
173,-147.04
174,-137.69
175,-411.72
176,-217.4
177,-436.67
178,-197.69
179,-285.49
180,-220.1
181,-463.69
182,-127.73
183,-280.65
184,-481.9
185,-375.47
186,-184.85
187,-171.02
188,-172.33
189,-153.13
190,-252.76
191,-130.83
192,-114.81
193,-160.1
194,-165.33
195,-126.07
196,-190.4
197,-117.84
198,-182.98
199,-393.52
200,-96.95
201,-111.43
202,-295.42
203,-223.95
204,-362.52
205,-415.68
206,-144.32
207,-391.42
208,-203.29
209,-120.41
210,-485.02
211,-187.59
212,-440.95
213,-291.09
214,-252.37
215,-312.0
216,-202.77
217,-356.09
218,-154.15
219,-231.61
220,-167.92
221,-165.11
222,-140.93
223,-173.6
224,-121.95
225,-169.2
226,-58.57
227,-509.56
228,-212.0
229,-153.65
230,-136.21
231,-317.39
232,-437.8
233,-125.66
234,-76.93
235,-151.64
236,-296.5
237,-204.51
238,-259.42
239,-152.13
240,-254.96
241,-206.32
242,-168.09
243,-247.49
244,-192.56
245,-124.4
246,-122.77
247,-146.14
248,-161.29
249,-224.46
250,-221.75
251,-312.8
252,-429.51
253,-136.44
254,-153.8
255,-180.18
256,-146.45
257,-517.48
258,-128.83
259,-137.7
260,-337.24
261,-139.17
262,-280.66
263,-212.5
264,-451.58
265,-209.68
266,-61.5
267,-333.1
268,-217.44
269,-177.61
270,-224.95
271,-138.49
272,-195.06
273,-149.39
274,-239.1
275,-174.22
276,-171.62
277,-163.23
278,-172.65
279,-328.43
280,-146.5
281,-191.97
282,-278.71
283,-197.73
284,-429.21
285,-226.32
286,-168.02
287,-212.32
288,-250.46
289,-80.0
290,-142.77
291,-159.83
292,-324.43
293,-323.25
294,-200.71
295,-164.87
296,-247.01
297,-169.54
298,-241.04
299,-139.61
300,-155.04
301,-230.88
302,-346.89
303,-390.77
304,-131.94
305,-145.99
306,-177.39
307,-179.31
308,-266.72
309,-202.66
310,-181.81
311,-394.68
312,-404.2
313,-191.02
314,-271.71
315,-259.85
316,-139.78
317,-279.22
318,-226.64
319,-200.54
320,-200.58
321,-160.33
322,-159.78
323,-74.18
324,-219.48
325,-137.43
326,-118.08
327,-236.9
328,-161.21
329,-265.41
330,-308.93
331,-371.49
332,-152.57
333,-261.52
334,-226.22
335,-137.37
336,-182.28
337,-251.06
338,-180.83
339,-256.76
340,-120.95
341,-204.32
342,-234.08
343,-107.84
344,-136.53
345,-126.58
346,-219.7
347,-122.35
348,-208.89
349,-98.12
350,-153.09
351,-147.29
352,-299.72
353,-53.84
354,-146.52
355,-164.85
356,-133.91
357,-111.32
358,-230.17
359,-126.53
360,-288.11
361,-201.7
362,-288.48
363,-156.52
364,-174.33
365,-114.49
366,-134.83
367,-340.34
368,-260.88
369,-171.08
370,-146.26
371,-208.06
372,-227.06
373,-145.62
374,-256.29
375,-120.58
376,-185.99
377,-157.08
378,-249.33
379,-281.25
380,-160.39
381,-171.24
382,-244.32
383,-250.66
384,-169.84
385,-191.32
386,-425.38
387,-117.81
388,-166.59
389,-144.78
390,-143.26
391,-385.17
