Ep,Ep_r
0,-147.62
1,-164.2
2,-228.2
3,-337.72
4,-188.22
5,-219.16
6,-6.93
7,-297.1
8,-243.74
9,-151.96
10,-157.66
11,-140.76
12,-136.7
13,-418.33
14,-146.0
15,-65.04
16,-373.42
17,-297.23
18,-209.91
19,-133.9
20,-234.3
21,-157.43
22,-182.95
23,-234.67
24,-300.27
25,-444.18
26,-121.13
27,-235.6
28,-288.62
29,-278.95
30,-151.96
31,-161.42
32,-243.12
33,-164.68
34,-441.88
35,-154.07
36,-439.19
37,-146.14
38,-188.84
39,-148.08
40,-127.05
41,-429.66
42,-569.2
43,-388.44
44,-114.83
45,-210.5
46,-462.14
47,-142.01
48,-260.32
49,-142.81
50,-161.51
51,-202.07
52,-136.02
53,-259.03
54,-157.84
55,-158.35
56,-355.08
57,-209.36
58,-135.12
59,-224.0
60,-369.61
61,-245.24
62,-212.99
63,-172.65
64,-164.01
65,-145.37
66,-257.01
67,-156.09
68,-309.17
69,-141.33
70,-397.21
71,-260.39
72,-121.85
73,-358.54
74,-184.13
75,-224.38
76,-100.61
77,-298.9
78,-381.98
79,-182.81
80,-479.86
81,-144.49
82,-174.84
83,-203.18
84,-437.3
85,-159.17
86,-147.06
87,-377.5
88,-137.65
89,-404.27
90,-341.57
91,-258.26
92,-193.25
93,-173.87
94,-176.61
95,-378.48
96,-216.04
97,-150.17
98,-167.25
99,-240.8
100,-102.32
101,-100.19
102,-106.65
103,-153.68
104,-349.68
105,-60.59
106,-196.71
107,-168.27
108,-197.59
109,-177.28
110,-149.47
111,-377.49
112,-327.39
113,-143.92
114,-158.42
115,-185.29
116,-395.49
117,-163.95
118,-104.92
119,-159.31
120,-135.12
121,-119.52
122,-174.98
123,-381.97
124,-104.72
125,-219.55
126,-156.96
127,-352.88
128,-147.45
129,-184.48
130,-105.49
131,-236.54
132,-410.41
133,-300.36
134,-219.38
135,-315.5
136,-180.13
137,-370.27
138,-392.48
139,-198.37
140,-358.13
141,-143.68
142,-160.43
143,-212.95
144,-184.34
145,-147.41
146,-151.7
147,-360.53
148,-431.92
149,-185.98
150,-204.71
151,-311.59
152,-226.58
153,-145.66
154,-146.08
155,-332.13
156,-106.64
157,-410.69
158,-109.93
159,-278.17
160,-186.09
161,-226.65
162,-152.08
163,-529.05
164,-301.92
165,-428.54
166,-204.45
167,-201.65
168,-456.77
169,-27.2
170,-179.8
171,-137.26
172,-183.78
173,-181.03
174,-165.5
175,-18.59
176,-170.7
177,-152.13
178,-260.25
179,-128.03
180,-291.83
181,-288.7
182,-378.39
183,-360.4
184,-164.86
185,-164.36
186,-250.36
187,-341.92
188,-170.51
189,-351.12
190,-357.16
191,-161.45
192,-460.06
193,-339.9
194,-148.24
195,-189.6
196,-162.49
197,-249.28
198,-136.62
199,-298.48
200,-294.12
201,-154.22
202,-425.15
203,-239.28
204,-252.15
205,-220.71
206,-165.98
207,-166.41
208,-142.45
209,-313.75
210,-206.77
211,-151.32
212,-174.89
213,-579.96
214,-203.85
215,-420.51
216,-480.58
217,-128.03
218,-173.25
219,-312.84
220,-256.62
221,-142.12
222,-127.4
223,-163.09
224,-128.59
225,-158.34
226,-138.26
227,-408.26
228,-480.79
229,-163.63
230,-149.24
231,-167.75
232,-253.08
233,-154.17
234,-149.44
235,-149.89
236,-118.48
237,-219.06
238,-130.31
239,-302.9
240,-138.44
241,-259.25
242,-342.84
243,-267.14
244,-285.37
245,-308.63
246,-258.71
247,-222.64
248,-148.03
249,-533.95
250,-217.6
251,-240.35
252,-243.44
253,-197.28
254,-144.31
255,-348.23
256,-249.33
257,-294.29
258,-458.28
259,-192.79
260,-167.87
261,-331.14
262,-268.41
263,-407.97
264,-235.57
265,-284.06
266,-164.36
267,-156.13
268,-155.23
269,-139.95
270,-173.68
271,-138.85
272,-132.27
273,-181.27
274,-161.08
275,-228.19
276,-129.96
277,-216.47
278,-364.55
279,-168.19
280,-119.36
281,-237.86
282,-436.22
283,-89.1
284,-403.51
285,-42.85
286,-153.76
287,-142.29
288,-149.83
289,-469.03
290,-185.0
291,-25.25
292,-165.55
293,-262.77
294,-238.56
295,-145.55
296,-171.53
297,-309.47
298,-213.69
299,-235.63
300,-161.28
301,-288.46
302,-150.17
303,-124.58
304,-420.44
305,-133.91
306,-278.8
307,-145.95
308,-442.07
309,-248.81
310,-126.36
311,-349.36
312,-243.5
313,-422.35
314,-264.36
315,-122.21
316,-188.4
317,-215.05
318,-115.42
319,-358.85
320,-144.64
321,-169.97
322,-122.53
323,-179.22
324,-311.32
325,-148.5
326,-138.72
327,-180.86
328,-201.04
329,-24.3
330,-357.47
331,-236.13
332,-242.41
333,-147.07
334,-177.5
335,-171.87
336,-113.54
337,-149.86
338,-158.4
339,-218.28
340,-344.04
341,-220.6
342,-130.24
343,-146.45
344,-216.83
345,-150.39
346,-161.84
347,-254.5
348,-204.0
349,-159.36
350,-267.37
351,-170.35
352,-151.91
353,-305.47
354,-237.46
355,-262.86
356,-133.45
357,-467.32
358,-162.84
359,-226.22
360,-267.33
361,-98.35
362,-97.12
363,-224.24
364,-173.63
365,-191.32
366,-166.68
367,-435.72
368,-423.18
369,-308.4
370,-120.28
371,-191.91
372,-140.38
373,-175.65
374,-151.05
375,-123.53
376,-212.52
377,-291.32
378,-141.27
379,-294.1
380,-199.05
381,-184.07
382,-341.17
383,-309.94
384,-179.71
385,-74.61
386,-407.94
387,-269.32
388,-133.69
389,-117.82
390,-377.37
391,-358.48
392,-206.72
393,-168.14
394,-337.61
395,-123.0
396,-139.44
397,-215.69
398,-387.44
399,-414.09
400,-212.52
401,-150.01
402,-121.15
403,-318.51
404,-156.47
405,-378.88
406,-286.47
407,-182.68
408,-263.83
409,-168.14
410,-198.62
411,-168.1
412,-154.99
413,-140.57
414,-420.0
415,-119.2
416,-167.37
417,-198.33
418,-163.82
419,-23.25
420,-118.15
421,-124.56
422,-147.22
423,-143.5
424,-154.51
425,-136.98
426,-359.93
427,-216.64
428,-444.26
429,-183.2
430,-136.13
431,-183.88
432,-160.83
433,-230.75
434,-385.49
435,-173.5
436,-71.43
437,-358.49
438,-293.41
439,-465.04
440,-173.13
441,-477.58
442,-255.08
443,-156.42
444,-144.37
445,-286.2
446,-207.58
447,-160.03
448,-140.55
449,-124.24
450,-182.48
451,-383.35
452,-180.96
453,-290.95
454,-172.13
455,-231.93
456,-157.93
457,-165.67
458,-239.59
459,-149.5
460,-146.71
461,-101.84
462,-235.27
463,-124.93
464,-132.26
465,-215.3
466,-172.56
467,-129.35
468,-432.3
469,-295.48
470,-107.37
471,-156.14
472,-204.74
473,-165.43
474,-64.38
475,-136.59
476,-128.31
477,-279.6
478,-150.81
479,-120.87
480,-101.59
481,-160.17
482,-157.84
483,-175.53
484,-215.24
485,-191.09
486,-303.06
487,-143.16
