Ep,Ep_r,epsilon
0,-230.960082,1.0
1,-285.164479,1.0
2,-173.734539,1.0
3,-424.896395,1.0
4,-289.057805,1.0
5,-111.813697,1.0
6,-160.829468,1.0
7,-131.640262,1.0
8,-141.456526,1.0
9,-82.002726,1.0
10,-167.115903,1.0
11,-375.166785,1.0
12,-87.241757,1.0
13,-139.728995,1.0
14,-259.11178,1.0
15,-164.606866,1.0
16,-263.796443,1.0
17,-220.629831,1.0
18,-232.507037,1.0
19,-147.037991,1.0
20,-129.903139,1.0
21,-175.654017,1.0
22,-336.926455,1.0
23,-269.995511,1.0
24,-223.742349,1.0
25,-154.58239,1.0
26,-218.209057,1.0
27,-154.636798,1.0
28,-291.793741,1.0
29,-191.90292,1.0
30,-226.94599,1.0
31,-170.704887,1.0
32,-144.966292,1.0
33,-243.377944,1.0
34,-146.83601,1.0
35,-197.77351,1.0
36,-367.532493,1.0
37,-164.23002,1.0
38,-178.509206,1.0
39,-317.432244,1.0
40,-125.705341,1.0
41,-266.591103,1.0
42,-245.677974,1.0
43,-304.033138,1.0
44,-107.10754,1.0
45,-167.762666,1.0
46,-216.762024,1.0
47,-212.659376,1.0
48,-105.676355,1.0
49,-375.890116,1.0
50,-198.992182,1.0
51,-378.487373,1.0
52,-177.094615,1.0
53,-453.265408,1.0
54,-128.067579,1.0
55,-293.109176,1.0
56,-450.435689,1.0
57,-168.529052,1.0
58,-549.527261,1.0
59,-241.938822,1.0
60,-137.77857,1.0
61,-203.889526,1.0
62,-213.195582,1.0
63,-209.688562,1.0
64,-193.311432,1.0
65,-157.339171,1.0
66,-187.731236,1.0
67,-226.935076,1.0
68,-415.634842,1.0
69,-281.682012,1.0
70,-147.155208,1.0
71,-397.024227,1.0
72,-120.634392,1.0
73,-212.434483,1.0
74,-179.108396,1.0
75,-316.70703,1.0
76,-151.783277,1.0
77,-143.813443,1.0
78,-143.548411,1.0
79,-250.846723,1.0
80,-104.75262,1.0
81,-405.763592,1.0
82,-365.040734,1.0
83,-178.246628,1.0
84,-166.264199,1.0
85,-211.871875,1.0
86,-422.156204,1.0
87,-177.56302,1.0
88,-149.146241,1.0
89,-83.513452,1.0
90,-116.428322,1.0
91,-174.132987,1.0
92,-605.769871,1.0
93,-345.940655,1.0
94,-176.094215,1.0
95,-225.587642,1.0
96,-163.830167,1.0
97,-175.490745,1.0
98,-381.329821,1.0
99,-171.762713,1.0
100,-136.231287,1.0
101,-145.844738,1.0
102,-216.026733,1.0
103,-441.356834,1.0
104,-152.599829,1.0
105,-140.73177,1.0
106,-188.159657,1.0
107,-133.872961,1.0
108,-109.141239,1.0
109,-392.223504,1.0
110,-160.638406,1.0
111,-257.76802,1.0
112,-316.921017,1.0
113,-457.879273,1.0
114,-109.296412,1.0
115,-344.913614,1.0
116,-174.279979,1.0
117,-451.822129,1.0
118,-154.618692,1.0
119,-142.95526,1.0
120,-227.216187,1.0
